PDBCode,protID,lig_name
3b92,P78536,440
3ewj,P78536,642
3kmc,P78536,403
3l0v,P78536,724
3le9,P78536,727
3lea,P78536,Z93
2oi2,A0A0H2UNK6,DP6
2oiq,P00523,STI
4o2p,P00523,11V
4ybk,P00523,4B7
2ot1,P00883,N3P
2oxn,Q9KU37,OAN
3gs6,Q9KU37,NP6
3gsm,Q9KU37,VPU
2oym,O33853,MNI
2p3a,Q6BB74,3TL
2p3c,Q6Q004,3TL
2p3i,P12473,MNA
2p4s,A4Q998,DIH
2p53,P0AF18,NNG
2pqb,Q9R4E4,GG9
2pqc,Q9R4E4,RC1
2pql,Q9BIH3,TSS
2psv,O38707,MUV
2ptz,Q38BV6,PAH
2pu1,Q9NDH8,FSG
2pvu,D0VWX8,LYS
2q2a,D0VWX8,ARG
2pwd,Q2PS28,NOJ
2pwg,Q2PS28,CTS
2py4,P9WNS5,DUP
5ect,P9WNS5,DUP
5edd,P9WNS5,DUP
2pyy,D0VWX9,GLU
2q54,O38710,MU1
2q5k,O38710,AB1
2q55,O38719,MU0
2q6f,P0C6Y3,6-mer
2q88,Q92WC8,4CS
2q89,Q92WC8,6CS
2q8h,Q15118,TF4
2q8m,P0A993,AMP
2q8z,Q8IJH3,NUP
2qbu,O27402,SAH
2qbw,Q96RT1,8-mer
2qpq,Q7W019,CIT
2qpu,P00693,QPU
2qrk,P38998,AMP
2qrl,P38998,OGA
2qtg,Q9T0I8,MTH
2qtt,Q9T0I8,FMC
3lgs,Q9T0I8,SAH
2qu6,P35968,857
3vhk,P35968,BPK
4ag8,P35968,AXI
4agc,P35968,AXI
4asd,P35968,BAX
4ase,P35968,AV9
2qw1,P0AEE5,3MG
2r0h,Q206Z5,CTO
2r58,Q9VHA0,MLY
2r5a,Q9VHA0,MLZ
2r59,P09960,PH0
2vj8,P09960,HA2
3b7r,P09960,BIR
3b7u,P09960,KEL
3fh7,P09960,25P
4l2l,P09960,1V6
2r5p,O12158,MK1
2r75,O66809,01G
2ra6,Q29147,ETY
2rcb,Q8VHN2,DSN
2rcn,Q8ZKB0,GDP
2rd6,P09874,78P
3gjw,P09874,GJW
3l3l,P09874,L3L
3l3m,P09874,A92
4und,P09874,2YQ
4zzz,P09874,FSU
5xsr,P09874,8EC
6bhv,P09874,DQV
2reg,Q92N37,CHT
2rin,Q92N37,ACH
2ri9,P31723,LDY
2rio,P32361,ADP
2rk8,P07379,PPF
2rka,P07379,PGA
2rkd,P07379,3PP
2rke,P07379,SAT
3mof,P07379,OXL
6p5o,P07379,O2Y
2rkf,Q90JJ9,AB1
4m8x,Q90JJ9,KGQ
4m8y,Q90JJ9,KGQ
2rkg,A0F6C5,AB1
2std,P56221,CRP
3std,P56221,MQ0
4std,P56221,BFS
5std,P56221,UNN
6std,P56221,MS2
7std,P56221,CRP
2uxi,Q9AIU0,G50
2uy3,P29029,H33
2uy4,P29029,AZM
2uy5,P29029,H35
2uyn,P0AGL2,2KT
2uyq,Q9CCZ4,SAM
2uz9,Q9Y2T3,XAN
2v25,Q0P9X8,ASP
2v2q,O67060,NVG
2v2v,O67060,V12
2v3d,P04062,NBV
2v3u,Q63226,DSN
5cc2,Q63226,CKA
2v54,P68693,TYD
2v58,P24182,LZJ
2v59,P24182,LZK
3rv4,P24182,ADP
2v77,P15085,PAY
2v7a,P00519,627
3pyy,P00519,3YY
4twp,P00519,AXI
4wa9,P00519,AXI
5hu9,P00519,66K
2v95,P31211,HCY
2vb8,P0A953,TLM
2vba,P0A953,P4T
2vc9,A0A0H2YU91,NOK
2ves,P47205,GVR
4lch,P47205,1WN
5drr,P47205,5EN
2vfk,Q6JP77,AMP
2vhj,Q94M05,ADP
2vjx,Q8AAK6,IFL
2vl4,Q8AAK6,MNM
2vmf,Q8AAK6,MVL
2vo5,Q8AAK6,VBZ
2vot,Q8AAK6,NHV
2vqt,Q8AAK6,15A
2vk2,P39325,GZL
2vk6,Q59310,DAN
2vmc,P42530,NGA
2vmd,P42530,MBG
2vo4,O49235,4NM
2vpn,E1VBK1,4CS
2vpo,E1VBK1,6CS
2vsl,P98170,4-mer
3cm2,P98170,X23
3hl5,P98170,9JZ
4j44,P98170,4-mer
4j45,P98170,4-mer
4j46,P98170,4-mer
4j47,P98170,4-mer
4j48,P98170,4-mer
6gjw,P98170,F2H
2vt3,O05521,ATP
2vuk,P04637,P83
4agl,P04637,P84
4agm,P04637,P86
4agn,P04637,NXG
4ago,P04637,P74
4agp,P04637,P51
4agq,P04637,P96
5a7b,P04637,KMN
5aba,P04637,UL7
5aoi,P04637,RZH
5aoj,P04637,Y0V
5aol,P04637,UFV
5g4m,P04637,O82
5g4n,P04637,O83
5g4o,P04637,O80
5o1d,P04637,9GW
5o1f,P04637,9GQ
5o1h,P04637,9GN
6ggf,P04637,EXQ
6ggb,P04637,EXQ
6gga,P04637,EY2
2vw1,Q54727,DAN
2vw2,Q54727,NHE
2vxn,P48499,PGH
2vyt,Q9UQR0,MLZ
2vzr,Q56F26,GCU
2x09,Q56F26,X09
2w08,P02743,TPO
3kqr,P02743,OPE
4avs,P02743,N7P
4ayu,P02743,N8P
2w47,A3DK57,UNF
2w8j,Q93UV0,PLS
2w8w,Q93UV0,PLS
2w9h,P0A017,TOP
2we3,P03195,DUT
2wjg,Q57986,GDP
2wly,P07254,2-mer
2wlz,P07254,2-mer
2wm0,P07254,3-mer
2wor,P31151,2AN
2wos,P31151,6AN
2wq5,P15445,MIY
2wr8,O58212,SAH
2wtv,O14965,ZZL
3myg,O14965,EML
3uo4,O14965,0C0
3uod,O14965,0C3
3up2,O14965,0C8
5orv,O14965,A65
5orw,O14965,A6E
5os2,O14965,A7K
5os4,O14965,A8H
5os5,O14965,A8K
5ose,O14965,A98
6c2r,O14965,EG7
2wuf,P9WNH5,KEM
2wvt,Q8A3I4,FHN
2xib,Q8A3I4,DFU
2xii,Q8A3I4,TA9
4j28,Q8A3I4,EAT
4jfs,Q8A3I4,16Z
4pcs,Q8A3I4,2M7
4pee,Q8A3I4,2OX
6hzy,Q8A3I4,GYZ
2wvz,Q8A0N1,KIF
2wzs,Q8A0N1,MVL
2wyf,Q05097,GLA-MBG
3zyf,Q05097,147
4a6s,Q05097,GS9
4ljh,Q05097,GAL-MHD
4lk7,Q05097,2-mer
5d21,Q05097,56N
2wzf,Q5ZVS2,UDP-BGC
2wzm,A0QV09,NA7
2x2r,P52732,X2O
5zo8,P52732,4C5
2x4z,O96013,X4Z
4app,O96013,N53
4o0x,O96013,2OQ
4o0y,O96013,2OO
5xva,O96013,8FU
5xvg,O96013,8FX
2x6x,Q9AYY6,6-mer
2xb7,Q9UM73,GUI
2yfx,Q9UM73,VGH
4cd0,Q9UM73,AWJ
4clj,Q9UM73,5P8
4cmo,Q9UM73,YPW
5aa9,Q9UM73,5P8
5fto,Q9UM73,YMX
5kz0,Q9UM73,6YL
2xb8,P9WPX7,XNW
3n76,P9WPX7,CA2
3n7a,P9WPX7,FA1
3n86,P9WPX7,RJP
3n8k,P9WPX7,D1X
4b6o,P9WPX7,3DQ
4b6p,P9WPX7,2HN
4ciw,P9WPX7,XH2
4kiu,P9WPX7,KIU
2xbp,P0A3F4,ATP
2xd9,Q48255,XD9
2xda,Q48255,JPS
4b6r,Q48255,3DQ
4b6s,Q48255,2HN
2xde,P12497,1B0
3zso,P12497,O2N
3zsq,P12497,O4N
3zsx,P12497,N44
3zsy,P12497,OM3
3zt2,P12497,ZT2
3zt3,P12497,ZT4
4ahr,P12497,I2E
4ahs,P12497,AKH
4ahu,P12497,ICO
4ceb,P12497,ZSV
4cgi,P12497,NZL
4cig,P12497,X0P
4cj4,P12497,S3G
4cjp,P12497,4D2
4cjq,P12497,VXO
4cjr,P12497,FYM
4ck3,P12497,K1T
4qnb,P12497,1B0
2xef,Q04609,AR8
2xeg,Q04609,CI9
2xei,Q04609,ARK
2xej,Q04609,OKD
3iww,Q04609,YZE
3rbu,Q04609,G88
3sjf,Q04609,JRG
4ngm,Q04609,JB7
4ngn,Q04609,J96
4ngp,Q04609,J31
4oc0,Q04609,2R7
4oc1,Q04609,2QS
4oc2,Q04609,2QQ
4oc3,Q04609,2QP
4oc5,Q04609,2QM
2xg9,P16098,GLC-NOJ
2xn3,P05543,ID8
2xn5,P05543,FUN
2xp7,Q13526,4F8
3ikd,Q13526,J9Z
3ikg,Q13526,J8Z
2xxr,P42260,GLU
2xxt,P42260,KAI
2xxx,P42260,GLU
2y7i,Q8ZKA9,ARG
2y8c,Q8II92,DUQ
3t60,Q8II92,DUA
3t64,Q8II92,DU3
3t70,Q8II92,DU4
2ya6,P62575,DAN
2ya7,P62575,ZMR
2ya8,P62575,G39
2yay,O15826,DUP
2yaz,O15826,UMP
2yb0,O15826,DUR
2ydt,B8ZY56,EDG-AHR
2ydw,P25440,WSH
2yek,P25440,EAM
4mr6,P25440,1K0
4qev,P25440,31O
4qew,P25440,31P
4uyf,P25440,73B
6k04,P25440,CQF
2yel,O60885,WSH
3p5o,O60885,EAM
3u5j,O60885,08H
3u5l,O60885,08K
3zyu,O60885,1GH
4cfl,O60885,8DQ
4lyw,O60885,21Q
4lzr,O60885,LOC
4lzs,O60885,L46
4mr3,O60885,1K0
4nuc,O60885,435
4nue,O60885,NUE
4ogj,O60885,2TA
4qb3,O60885,30M
4wiv,O60885,3P2
4xya,O60885,43S
4z93,O60885,4LD
5acy,O60885,9S3
5cp5,O60885,EB0
5cqt,O60885,EB3
5cy9,O60885,E0A
5d0c,O60885,E0B
5d24,O60885,L26
5d25,O60885,56M
5d26,O60885,L28
5d3h,O60885,57G
5d3j,O60885,L33
5d3l,O60885,57F
5d3n,O60885,L40
5d3p,O60885,57E
5d3t,O60885,56Y
5dlx,O60885,5D2
5dw2,O60885,5GD
5dx4,O60885,E0C
5egu,O60885,5NQ
5eis,O60885,5OU
5f5z,O60885,5VY
5f60,O60885,5VZ
5f61,O60885,5W0
5f62,O60885,5W1
5f63,O60885,5W2
5i80,O60885,67B
5i88,O60885,69G
5khm,O60885,XNH
5u28,O60885,82V
5ueu,O60885,0S6
5uez,O60885,89G
5uf0,O60885,89J
5ula,O60885,5MJ
5uoo,O60885,8FV
5y8y,O60885,8PX
5y94,O60885,8QC
6c7q,O60885,EO1
6ckr,O60885,F5V
6cks,O60885,F5Y
6e4a,O60885,HRY
6fo5,O60885,DZH
6q3z,O60885,HG8
6q3y,O60885,HG5
6mh7,O60885,JQY
6mh1,O60885,JQP
6fsy,O60885,E5Q
6dl2,O60885,GUJ
6ajz,O60885,LOC
6ajy,O60885,A0R
5yqx,O60885,E0K
5wmg,O60885,6JF
5wa5,O60885,4K4
6ajv,O60885,HCC
2yfa,Q88E10,LMR
2yhw,Q9Y223,BM3
2ylc,P0A1R0,U
2ypo,O53512,PHE
3pfp,O53512,035-036
5e2l,O53512,DPN
2yxj,Q07817,N3C
3qkd,Q07817,HI0
3spf,Q07817,B50
3zk6,Q07817,H1I
3zln,Q07817,H0Y
3zlr,Q07817,X0B
4c52,Q07817,X0D
4c5d,Q07817,X0R
2yz3,Q7BJM5,M5P
2z94,P0C6X7,TLD
2za0,Q9CPU0,MGI
4kyh,Q9CPU0,ZST
4kyk,Q9CPU0,IMN
4pv5,Q9CPU0,CBW
2zcq,A9JQL9,B65
2zcr,A9JQL9,B69
2zcs,A9JQL9,B70
2zy1,A9JQL9,830
3acw,A9JQL9,651
3acx,A9JQL9,673
3tfn,A9JQL9,2CJ
3tfp,A9JQL9,03L
3vje,A9JQL9,ZGA
4e9u,A9JQL9,RWY
4ea2,A9JQL9,RWZ
2zjw,P68400,REF
3bqc,P68400,EMO
3h30,P68400,RFZ
3owj,P68400,1EL
3pe1,P68400,3NG
3pe2,P68400,E1B
5cqu,P68400,JRJ
5cs6,P68400,K82
5csp,P68400,54G
5cu4,P68400,54S
5h8e,P68400,5Y3
5h8g,P68400,5Y4
5mo8,P68400,C98
5mod,P68400,86L
5oqu,P68400,A4B
5orh,P68400,A4N
5orj,P68400,A4Q
5ork,P68400,A4T
5os7,P68400,A8Q
5os8,P68400,J27
5osl,P68400,A9K
5otr,P68400,AU8
5otz,P68400,AUT
5owl,P68400,B0K
6hoq,P68400,FER
2zkj,Q16654,ADP
2zwz,Q9WYE2,ZWZ
2zx6,Q9WYE2,ZX6
2zx7,Q9WYE2,ZX7
2zx8,Q9WYE2,ZX8
2zxd,Q9WYE2,ZXD
2zxg,P04825,S23
2zym,Q9AJF5,ACX
3a1c,O29777,ACP
3a1d,O29777,ADP
3a1e,O29777,ACP
3a5y,P0A8N7,KAA
3a6t,P08337,8OG
3a9i,O87198,LYS
3aaq,Q5ZUA2,ARU
3acl,O00625,3F1
6n0j,O00625,K8S
6n0k,O00625,K8M
3ag9,P00517,A02
3bwj,P00517,ARX
3agl,P17612,A03
5izf,P17612,6-mer
5izj,P17612,4-mer
3ahn,Q4W803,3A1
3aho,Q4W803,3A2
3ai8,P07858,HNQ
3alt,Q7M4F9,MLB
3ao4,Q72498,833
3ao5,Q72498,BBY
3ovn,Q72498,MPV
5wlo,Q72498,GR7
6b4n,Q72498,G53
3ap4,O00214,LBT
5t7s,O00214,LBT
3aqt,Q8NR95,RCO
3arp,Q9AMP1,DEQ
3arq,Q9AMP1,DM5
3arw,Q9AMP1,CTI
3arx,Q9AMP1,POY
3axz,P43912,ADN
3b2q,Q60187,ATP
3b4p,Q396C9,3B4
3juo,Q396C9,AJD
3jup,Q396C9,AKD
3b7j,Q5G940,JUG
3cf8,Q5G940,QUE
3ed0,Q5G940,EMO
3bbb,P22392,2-mer
3bbf,P22392,GDP
3bex,Q9WZY5,PAU
3bpc,P01837,2-mer
3brn,Q09JR9,SRO
3bu1,Q09JX9,HSM
3bxe,O32253,13P
3bxf,O32253,FBP
3bxg,O32253,BG6
3bxh,O32253,F6P
3c2f,P43619,PRP
3c2o,P43619,NTM
3c2r,P43619,PHT
3c2u,O52575,B3P
3c39,P00558,3PG
3c4h,Q9Y6F1,DRL
3fhb,Q9Y6F1,GAB
3c52,P56109,PGH
3c56,P56109,PH4
3c88,P0DPI1,5-mer
3c89,P0DPI1,5-mer
3c8a,P0DPI1,5-mer
3c8b,P0DPI1,5-mer
3qw5,P0DPI1,5-mer
3cct,P04035,3HI
3ccw,P04035,4HI
3ccz,P04035,5HI
3cd0,P04035,6HI
3cd5,P04035,7HI
3cd7,P04035,882
3cda,P04035,8HI
3cdb,P04035,9HI
3ckb,Q8A1G2,MLR
3cke,Q9UR08,FDF
3ckz,Q6DPL2,ZMR
3cl0,Q6DPL2,G39
3cow,P9WIL5,52H
3coy,P9WIL5,53H
3coz,P9WIL5,54H
3imc,P9WIL5,BZ3
3ime,P9WIL5,BZ2
3iob,P9WIL5,A4D
3ioc,P9WIL5,A5D
3iod,P9WIL5,A6D
3ioe,P9WIL5,A7D
3isj,P9WIL5,A8D
3iub,P9WIL5,FG2
3iue,P9WIL5,FG3
3ivc,P9WIL5,FG4
3ivg,P9WIL5,FG5
3ivx,P9WIL5,FG6
4ddh,P9WIL5,MS0
4ddk,P9WIL5,0HN
4ddm,P9WIL5,0HO
4de5,P9WIL5,0JD
4ef6,P9WIL5,I2E
4efk,P9WIL5,0OC
4fzj,P9WIL5,0W1
4g5f,P9WIL5,0JD
3ctt,O43451,3CU
3l4u,O43451,DSK
3l4v,O43451,KTL
3l4w,O43451,MIG
3l4x,O43451,NR3
3l4y,O43451,NR4
3l4z,O43451,SSD
3cyz,Q9U9J6,9OD
3cz1,Q9U9J6,NBB
3d78,Q9U9J6,NBB
3czv,Q8N1Q1,AZM
4hu1,Q8N1Q1,V13
4knm,Q8N1Q1,E1E
4knn,Q8N1Q1,E1F
4qjx,Q8N1Q1,WWO
6g5u,Q8N1Q1,ENN
3d0e,P31751,G93
3djo,P00669,U2P
3djp,P00669,UA3
3djq,P00669,UDP
3djv,P00669,C3P
3djx,P00669,C5P
3dln,P19492,GLU
3dp4,P19492,AMQ
3rt8,P19492,CWD
4f39,P19492,KAI
3dp9,Q9KPI8,BIG
3drf,A2RJ53,8-mer
3drg,A2RJ53,9-mer
3dri,A2RJ53,6-mer
3dsz,P80188,LIZ
3tf6,P80188,DBH
3dzt,P18153,EAH
3e3c,Q7DB61,HHG
3e5u,B8FW11,3C4
3ebh,O96935,BES
3ebi,O96935,BEY
3q44,O96935,D50
3t8v,O96935,BTJ
4k5p,O96935,1OS
4r5t,O96935,R5T
4zw5,O96935,4SA
4zw6,O96935,4SY
4zw7,O96935,4SZ
4zw8,O96935,4T2
4zx3,O96935,4TK
4zx4,O96935,4TL
6eed,O96935,J6A
3ebl,Q6L545,GA4
3ebo,P00489,57D
3ebp,P00489,CPB
3eeb,Q9KS12,IHP
3fzy,Q9KS12,IHP
3eqr,Q07912,T74
3evd,P03314,GTP
3ewc,A5KE01,MCF
3f33,P02791,PFL
3f34,P02791,DIE
3f37,P02791,2MY
3u90,P02791,SDS
3f3c,O67854,PFF
3f3d,O67854,MET
3f3e,O67854,LEU
3f48,O67854,ALA
4mme,O67854,29Q
3f5j,Q75I93,CTT
3f5k,Q75I93,CE5
3f5l,Q75I93,LB2
4qlk,Q75I93,CTT
4qll,Q75I93,CTT
3f6e,P20906,8PA
3fzn,P20906,D7K
3f6g,Q8F3Q1,ILE
3f70,Q969R5,MLZ
3f80,P05089,6HN
3kv2,P05089,NNH
3lp4,P05089,LYS
3lp7,P05089,HAR
3mfv,P05089,Z70
3mfw,P05089,B3U
3mjl,P05089,2AI
3f8c,A2RI36,HT1
3f8f,A2RI36,DM1
4zzd,A2RI36,RBF
3fas,P19493,GLU
3fat,P19493,AMQ
3fed,Q9Y3Q0,BIX
3fee,Q9Y3Q0,QUS
3ff3,Q9Y3Q0,GLU
3fj7,Q0PBL7,PEQ
3fjg,Q0PBL7,3PG
3fqe,P43405,P5C
4fl1,P43405,ANP
4fl2,P43405,ANP
3fql,Q9WMX2,79Z
3fuz,P39086,GLU
3fv1,P39086,DYH
3fv2,P39086,NDZ
3fvk,P39086,8DX
3fvn,P39086,9DX
3fv3,P32951,6-mer
3fvh,P53350,7-mer
4e67,P53350,8-mer
4o6w,P53350,7-mer
4o9w,P53350,6-mer
3g0e,P10721,B49
3g0i,Q9UR30,VPR
3g19,Q9A5I0,3-mer
3g2y,Q9L5C8,GF4
3g2z,Q9L5C8,GZ2
3g30,Q9L5C8,G30
3g31,Q9L5C8,GF1
3g32,Q9L5C8,3G3
3g34,Q9L5C8,1CE
3g35,Q9L5C8,F13
4de0,Q9L5C8,0JB
4de1,Q9L5C8,0J6
4de2,Q9L5C8,DN3
3g3r,P47075,ANP
3g5k,Q9HBH1,BB2
3ga5,P23905,RGG
3gbe,D0VX20,NOJ
3gdt,P03962,UP6
3gk1,P02638,32A
5dkn,P02638,B7I
5er4,P02638,5RL
3gnw,O92972,XNC
3hky,O92972,IX6
3gvu,P42684,STI
3gx0,P77526,GDS
3h78,P20582,BE2
3h89,P07711,NSX
3h8b,P07711,NSY
3hcm,P04271,S45
3hf8,P17752,ML0
3hfb,P17752,ML4
3hig,P19801,BRN
3hit,Q2QEH4,DYN
3hkw,P26664,IX6
3su4,P26664,SU3
3hl8,P04995,BBP
3hp9,P04995,CF1
3hmo,P33981,STU
3hmp,P33981,CX4
5mrb,P33981,C5N
5n84,P33981,8Q5
5n93,P33981,8QE
3hu3,P55072,AGS
4ko8,P55072,AGS
3hv8,Q9HUK6,C2E
3hvi,P22734,619
3hvj,P22734,705
3oe4,P22734,610
3oe5,P22734,611
3ozr,P22734,OZR
3ozs,P22734,OZS
3ozt,P22734,OZZ
3u81,P22734,SAH
5k03,P22734,6P4
3hww,P17109,AKG
3i4y,P95607,35C
3i51,P95607,45C
3i73,O57728,ADP
3iae,Q9F4L3,D7K
3ies,P08659,M24
3ifl,P05067,7-mer
3ip5,Q7CX36,ALA
3ip6,Q7CX36,PRO
3ip9,Q7CX36,ABU
3ip8,Q05115,B85
3iss,P0A749,EPU
3jdw,P50440,ORN
3jrs,Q8VZS8,A8S
3jrx,O00763,S1A
3juk,O25363,UPG
3jyr,P19576,ACR
3jzh,O75530,5-mer
5k0m,O75530,6PU
5ttw,O75530,5-mer
3jzj,B0B0V1,ACR
3k00,B0B0V1,MTT
3k02,B0B0V1,TXT
3k1j,B6YU74,ADP
3k37,Q3S340,BCZ
3k4d,P05804,EVA
3k4q,P34752,IHS
3k5v,P00520,STJ
3ms9,P00520,MS9
3mss,P00520,MS7
6hd6,P00520,FYH
3k5x,Q93J45,P8D
3k8c,Q4CQE2,RES
3kiv,P08519,ACA
3kjd,Q9UGN5,78P
4zzx,Q9UGN5,FSU
4zzy,Q9UGN5,D7N
3kku,P25779,B95
3kr4,Q8IL11,BES
4k3n,Q8IL11,1OT
4r76,Q8IL11,R5X
3kr8,Q9H2K2,XAV
4iue,Q9H2K2,AJ4
4j21,Q9H2K2,AJ6
4j22,Q9H2K2,AJ7
4j3l,Q9H2K2,AJ5
4kzq,Q9H2K2,DFL
4kzu,Q9H2K2,A73
3kyq,Q5EGY4,DPV
3ldp,P11021,3P1
5evz,P11021,ADP
5exw,P11021,7DT
5ey4,P11021,DTP
5f1x,P11021,ATP
5f2r,P11021,ACP
3lmk,P41594,GLU
3lpl,P0AFG9,TDP
3lq2,P0AFG9,TDP
3lpp,P14410,KTL
3lvw,P32477,GSH
3lxk,P52333,MI1
5lwm,P52333,79T
6gl9,P52333,F3W
6gla,P52333,F4B
6glb,P52333,F48
3lzs,P24740,017
3lzu,P24740,017
3lzz,Q6WRH7,GDP
3m3c,Q6WY08,3-mer
3m6r,Q9FUZ2,BB2
3pn4,Q9FUZ2,BB2
3m8u,B8F653,GDS
3mdz,P43166,EZL
3ml5,P43166,AZM
6h36,P43166,FKE
6h37,P43166,FKQ
6h38,P43166,FKK
3mi2,P11172,PFU
3mi3,Q9Y823,LYS
3miy,Q08881,B49
3qgw,Q08881,L7A
3qgy,Q08881,L7O
4m0y,Q08881,M0Y
4m12,Q08881,1YZ
4m13,Q08881,1
4m14,Q08881,QWS
4qd6,Q08881,30T
4rfm,Q08881,3P6
3mz6,Q9BY41,B3N
5vi6,Q9BY41,4-mer
3n1c,P06999,F6P
3n9r,D0IR47,TD3
3n9s,D0IR47,TD4
3ng4,Q9GK12,2-mer
3nw3,Q9GK12,MU2
3o4k,Q9GK12,LTC
3uil,Q9GK12,DAO
3umq,Q9GK12,BUA
3usx,Q9GK12,MYR
4fnn,Q9GK12,STE
3nhi,Q95NY5,EAH
3nht,Q95NY5,U46
3nik,P19812,4-mer
3nim,P19812,4-mer
3npc,P45984,B96
3nsn,Q06GJ0,TMX-CTO
3ozp,Q06GJ0,OAN
3s6t,Q06GJ0,OAN
3vtr,Q06GJ0,TCG
3wmc,Q06GJ0,NF6
3nyd,P23360,3NY
4bs0,P23360,6NT
3nyx,P29597,TZ1
4gfo,P29597,0X2
4gih,P29597,0X5
4gii,P29597,0X6
4gj2,P29597,0XH
4gj3,P29597,0XP
4wov,P29597,3SM
5wal,P29597,9ZS
3nzk,A1JJJ9,C90
3o5n,Q4ACU6,BR0
3o5x,Q06124,JZG
5ehr,Q06124,5OD
3o75,Q88PQ6,F1X
3o7u,P25524,O7U
3o99,Q90K99,K13
3o9a,Q90K99,K14
3o9d,Q90K99,K19
3o9e,Q90K99,A60
4djo,Q90K99,MK5
4djp,Q90K99,M73
4djq,Q90K99,M86
4djr,Q90K99,0KJ
3o9p,P77348,MHI
3ocp,Q13976,CMP
4z07,Q13976,PCG
3ocz,P26093,SRA
3ouj,Q9GZT9,AKG
3oy8,P09382,2-mer
3oyw,P09382,TDG
3ozg,P20035,SSI
3p2e,A8C927,SAH
3p7i,Q1R3F7,P7I
3p8n,P26662,L4T
3p8o,P26662,L5T
3p8p,O94760,LN6
6szp,O94760,M3B
3p8z,P27915,36A
3pb7,Q9NXS2,PBD
3pb8,Q9NXS2,AHN
3pb9,Q9NXS2,1BN
3pgl,Q9GZU7,RZX
3pgu,P10384,OLA
3pju,Q3KK31,C2E
3pn1,P43813,IVH
3ppm,P97612,JG1
3ppp,O32243,BET
3ppq,O32243,CHT
3ppr,O32243,4CS
3q1x,Q9U8X2,SER
3q2j,P0A3Y5,CKI
3q6z,Q460N5,APR
3q71,Q460N5,AR6
4f1l,Q460N5,0RY
5o2d,Q460N5,9HH
3q7q,P55042,GNP
3qbc,A0A0H3JXR3,B55
3qfy,O66264,IFM-SO4
3qfz,O66264,NOJ-SO4
3qox,Q8TEK3,SAH
3sr4,Q8TEK3,TT8
4ek9,Q8TEK3,EP4
3qps,Q7B8P6,CHD
3qqa,Q7B8P6,TCH
3qqs,P9WFX5,17C
3r88,P9WFX5,14F
3twp,P9WFX5,SAL
3uu1,P9WFX5,14B
4gkm,P9WFX5,683
4ij1,P9WFX5,17C
4m0r,P9WFX5,644
4n8q,P9WFX5,FA0
4owm,P9WFX5,3F0
4owv,P9WFX5,BE2
3qt6,Q9FD73,2P0
3qx9,Q9UKV8,ATP
3r1v,Q7PXT9,AZB
3r5t,Q9RCF6,VBN
3r6u,Q45462,CHT
3re4,O28471,TO1
3rf4,A4GRE3,FUN
3rf5,A4GRE3,FUZ
3rm4,Q9BZP6,3RM
3rm9,Q9BZP6,613
3rv8,P9WFX1,RVC/VCE
3veh,P9WFX1,0GA
3rwp,O15530,ABQ
4rqk,O15530,R1S
4rqv,O15530,R2S
5lvl,O15530,537
3s0b,Q1W640,FNA
3s0d,Q1W640,CTV
3s0e,Q1W640,EOL
3s45,Q9W9R3,478
3s54,Q7SSI0,017
4kb9,Q7SSI0,G79
6otg,Q7SSI0,4UY
3s5y,P06280,DGJ
6ibk,P06280,YTW
3s9e,P42264,GLU
3u92,P42264,KAI
3u93,P42264,GLU
4g8n,P42264,G8M
4nwc,P42264,2QE
5o4f,P42264,8VE
6f28,P42264,CG8
3sfg,Q80J95,2TU
3sk2,Q8GPH6,GRI
3slz,Q9E7M1,3TL
3sm2,Q9E7M1,478
3str,Q939R9,3LI
3sw8,Q939R9,5LI
3su0,A8DG50,TSV
3su1,A8DG50,TSV
3su2,A8DG50,TSV
3su3,A8DG50,SU3
3su5,A8DG50,SU3
3su6,A8DG50,SU3
3sue,A8DG50,SUE
3suf,A8DG50,SUE
3sug,A8DG50,SUE
3sur,D2KW09,NGT
3sus,D2KW09,GNL
3sut,D2KW09,OAN
3suu,D2KW09,OGN
3suv,D2KW09,NOK
3suw,D2KW09,GC2
3sxf,Q9BJF5,BK5
3t3u,Q9BJF5,BK6
3v51,Q9BJF5,I76
3v5p,Q9BJF5,C88
3v5t,Q9BJF5,UW9
3t01,Q92UV8,PPF
3t2w,Q12QS6,BTN
3t6b,Q9NY33,5-mer
3ta0,O28524,ATP
3ta1,O28524,ADP
3tao,P9WG43,PGH
3tay,P0C6Y8,MN0
3tb6,P96711,ARB
3tcg,P23843,3-mer
3td4,Q6RYW5,API
3tfu,P9WQ81,PL8
3th9,P0C6F2,9Y9
3vfa,P0C6F2,031
4i8w,P0C6F2,G07
4i8z,P0C6F2,G08
4mc1,P0C6F2,526
4mc2,P0C6F2,525
4mc6,P0C6F2,23K
4mc9,P0C6F2,23L
4nyf,P0C6F2,4BI
4qgi,P0C6F2,ROC
3tif,Q58206,ADP
3tk2,P30967,PHE
4jpx,P30967,PHE
4jpy,P30967,PHE
3tmk,P00572,T5A
3ttm,Q9I6J1,PUT
3tz0,Q00972,03H
4dzy,Q00972,WJ1
4h7q,Q00972,COI
4h81,Q00972,WJ2
4h85,Q00972,HRI
3tzm,P36897,085
3u10,Q9UL51,CMP
3ubd,P18654,SL0
4gue,P18654,QCT
3ucj,Q96554,AZM
3udd,O95271,34M
3ui7,Q9Y233,C1L
3uuo,Q9Y233,0CV
4dff,Q9Y233,0JP
4hf4,Q9Y233,15H
