lig_name,SMILE
5M7,Clc1ccc2c(c1)c(c1ccccc1)c(c(n2)N1CCCCC1)C(=O)O
65Y,Clc1ccc2c(c1)c(c1cccc(c1)C(C)C)c(c(n2)C(C)C)C(=O)O
65Z,Clc1cc(Cl)c2c(c1)c(c1ccccc1)c(c(n2)N1CCCCC1)C(=O)O
8JX,COc1ccc(c2c1cccc2)S(=O)(=O)NCCCCC(=O)O
8K0,OC(=O)CCCCNS(=O)(=O)c1ccc(c2c1cccc2)Br
302,O=c1cc(/C=N/OCCO/N=C/c2ccc(cc2)C(=O)O)[nH]c(=O)[nH]1
PYR,OC(=O)C(=O)C
MUI,COc1ccc(cc1)S(=O)(=O)N(C[C@H]([C@@H](NC(=O)[C@@H]1CN(C(=O)O1)c1ccc(cc1)C(=O)C)Cc1ccccc1)O)CC(C)C
MUU,CNC(=O)CCC(=O)N[C@H]([C@@H](CN(S(=O)(=O)c1cccc(c1)OC)CC1CC1)O)Cc1ccccc1
1BY,OP(C(P(O)(O)O)CNc1ccccn1)(O)O
722,CCCCCCCOc1ccc[n+](c1)CC(P(O)(O)O)P(O)(O)O
DTA,O[C@@H]1[C@@H](CSSC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2cnc3c2ncnc3N)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
A22,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)OP(O)(O)O)n1cnc2c1ncnc2N)(O)O)(O)O
5A8,N#N=NC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1c(SCC(=O)NCCc2c[nH]c3c2cccc3)nc2c1ncnc2N
618,C[NH2+][C@H](C(=O)N[C@@H]1CCC[C@@H]2N(C1=O)[C@H](C(=O)Nc1cc(nn1c1ccccc1)C)C(S2)(C)C)C
389,CC([C@@H](C(=O)N1CCC[C@H]1C(=O)NCC(c1ccccc1)c1ccccc1)NC(=O)[C@@H]([NH3+])C)C
419,C[NH2+][C@H](C(=O)N[C@@H](C(C)(C)C)C(=O)N1CC[C@@H]2[C@H]1[C@H](CC2)NC(=O)C(c1ccccc1)c1ccccc1)C
G13,C[NH2+][C@H](C(=O)N[C@@H](C(C)(C)C)C(=O)N1CC[C@@H]2[C@H]1[C@H](CC2)NC(=O)c1cccc2c1cccc2)C
516,C[NH2+][C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1c1scc(n1)c1cccc2c1cccc2)C1CCCCC1)C
851,C[NH2+][C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1c1sc2c(n1)c(ccc2)c1ccccc1)C1CCCCC1)C
DRJ,CCCCCCCN(c1nc2c(o1)cccc2)CCc1ccc(cc1)O[C@@](C(=O)O)(CC)C
DRH,CCCCCCCN(c1nc2c(o1)cccc2)CCc1ccc(cc1)O[C@](C(=O)O)(CC)C
C03,COc1ccc2c(c1)onc2c1c(C)n(c2c1ccc(c2)OC(F)(F)F)Cc1cc(ccc1Cl)O[C@@H](C(=O)O)C
YFE,COc1cc(CCc2ccccc2)c(c(c1CC=C(C)C)O)C(=O)O
YFD,CCCCCc1cc(OC)c(c(c1C(=O)O)O)CC=C(C)C
YFB,COc1cc(CCc2ccccc2)c(c(c1C/C=C(\CCC=C(C)C)/C)O)C(=O)O
30000000,CC[C@@H](c1ccccc1)NC(=O)c1ccc2c(c1)ccn2S(=O)(=O)c1cccc2c1cccc2
5VN,OC[C@]1(C)[C@@H](O)CC[C@]2([C@H]1CC[C@@]1([C@@H]2CC=C2[C@@]1(C)C[C@@H](O)[C@@]1([C@H]2CC(CC1)(C)C)C(=O)O)C)C
QZQ,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C(=O)O
GDY,O=c1sc(c([nH]1)O)Cc1ccc(cc1)OCCc1cccs1
GBV,CCSSCCCCCC(=O)NCCOc1ccc(cc1)Cc1sc(=O)[nH]c1O
GEV,O[C@H](c1ccc(cc1)Cc1sc(=O)[nH]c1O)CCc1nc(oc1C)c1ccccc1
89I,CN(c1ccc(cc1)c1c(N)ncnc1C#Cc1ccc(nc1)N1CCOCC1)C
G1L,ClCC(C(=O)Nc1ccc(cc1)C(F)(F)F)(C)C
CSF,OC[C@H]([C@H]([C@@H]1O[C@](OP(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(nc2=O)N)(O)O)(C(=O)O)[C@@H]([C@@H]([C@H]1NC(=O)C)O)F)O)O
7IG,CCc1nc(N)nc(c1c1ccc(cc1)NCc1cc(F)cc(c1)F)N
REM,O=C([C@H](Cc1c[nH]cn1)NC(=O)[C@@H](CS(=O)(=O)C(C)(C)C)Cc1ccccc1)N[C@H]([C@H]([C@H](C1CC1)O)O)CC1CCCCC1
3OX,CC(CNC(=O)[C@H](C(C)C)C[C@@H]([C@@H]1COCc2cccc(c2)[C@H](NC(=O)c2cc(C(=O)N1)cc(c2)N(S(=O)(=O)C)C)c1ccccc1)O)C
43T,Fc1cc(cc(c1)C(=O)N[C@H](c1ccccc1)C)C[N+]1=C(N)N[C@](CC1=O)(C)C(C)C
HDX,O=c1n(ccc(c1O)CCOP(O)(O)O)CP(O)(O)O
GDV,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](c2n1cc(n2)C(=O)Nc1ccccc1)NC(=O)C
NB1,CCCC1=N[C@H]2[C@@H](S1)O[C@@H]([C@H]([C@@H]2O)O)CO
BEU,OCC1=C[C@@H]([NH3+])[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
NHT,CCNC1=N[C@H]2[C@@H](S1)O[C@@H]([C@H]([C@@H]2O)O)CO
STZ,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)NC(=O)N(N=O)C
HQ6,OC[C@H]1[NH2+]C[C@H]([C@@H]([C@H]([C@@H]1O)O)NC(=O)C)O
F34,CC(=O)N[C@H]1C[NH2+]C[C@H]([C@H]([C@@H]1O)O)O
NP6,CCCC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)/O[C@@H]([C@H]([C@@H]1O)O)CO
GC2,CC(=O)N[C@H]1C[N@@H+]2CC[C@@H]([C@@H]2[C@H]([C@@H]1O)O)O
LTM,OC[C@H]1NC(=O)[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
LOG,OC[C@H]1O/C(=N\O)/[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
720,CCCn1cnc(c1)C[C@@H](C(=O)O)CCC[NH3+]
VDM,OC[C@H]1C[C@H]([NH2+][C@H]2C=C(CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O
TTZ,OC[C@H]1O[C@H](NC2=N[C@@H]3[C@H](S2)[C@@H](O)[C@@H]([C@]3(O)CO)O)[C@@H]([C@H]([C@@H]1O)O)O
3CU+GLC,OC[C@H]1O[C@H](O[C@H]2C[N@@H+]3[C@H]([C@@H]2O)[C@H]([C@@H]([C@H]3CO)O)O)[C@@H]([C@H]([C@@H]1O)O)O
003,CC(Cn1c2nn(c(c2c(=O)n(c1=O)C)c1ccncc1)Cc1cccc2c1cccc2)C
M25,CC(=O)NCCc1ccc(cc1)S(=O)(=O)N
M28,OC(=O)CCc1ccc(cc1)S(=O)(=O)N
M29,CCOC(=O)CCc1ccc(cc1)S(=O)(=O)N
BZW,CC(=O)N1CCN(C[C@@H]1Cc1ccccc1)C(=O)c1ccc(cc1)S(=O)(=O)N
N19,O=C(c1ccc(cc1)S(=O)(=O)N)N1CC[NH2+][C@@H](C1)Cc1ccccc1
CJK,O=C(Nc1cc(ccc1O)S(=O)(=O)N)NCc1ccc(cc1)C
D3B,O=C(Nc1cc(C)ccc1C)Nc1cc(ccc1O)S(=O)(=O)N
EON,COc1ccccc1NC(=O)Nc1cc(ccc1O)S(=O)(=O)N
C2R,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc(c1N)C(=O)O)COP(O)(O)O
C0M,N#Cc1c(sc2c1CCN(C2)C(=O)CC[NH+]1CCCCC1)NC(=O)c1cccc2c1cccc2
227,COc1cc2ncnc(c2cc1OC)N1CCc2c(C1)c(ccc2)S(=O)(=O)N1CC[NH+](CC1)C
PFH,COc1cc2c(cc1OC)ncnc2N1CC[C@H](C1)Oc1ccc2c(c1)cccc2
PFJ,COc1cc2c(cc1OC)ncnc2N1CC[C@H](C1)Oc1cnc2c(n1)cccc2
SNL,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]2[C@@H]1[C@@H]1CC[C@]3([C@]1(CC2)C)CCC(=O)O3)C
60R,O=C1COc2c(N1)cc(cc2)/C=C/1\c2ccccc2COc2c1ccc(c2)F
283,CC#CCOc1ccc(cc1)S(=O)(=O)N1CC[C@@H](C1)S
440,SCCCS(=O)(=O)c1ccc(cc1)OCC#CC
642,OC(=O)[C@H]1C[C@]21C[C@H](NC2=O)c1ccc(cc1)OCc1cc(nc2c1cccc2)c1ccccc1
403,O=C([C@@H]([C@H](C(=O)N1CC[NH2+]CC1)O)O)NCCc1cccs1
724,COc1ccc2c(c1)c(=O)n([nH]2)C[C@@]1(C)NC(=O)NC1=O
727,COc1ccc2c(c1)c(=O)n([nH]2)C[C@]1(NC(=O)NC1=O)c1ccccc1
Z93,COc1ccc2c(c1)C(=O)N(C2)C[C@]1(NC(=O)NC1=O)c1ccc(cc1)c1cccnc1
DP6,OC(=O)C[C@@](CCOP(OP(O)(O)O)(O)O)(O)C
STI,C[N@@H+]1CC[N@H+](CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C
11V,Cl[C@H](c1ccccc1)Cn1ncc2c1nc(SCC[NH+]1CCOCC1)nc2Nc1ccccc1
4B7,OCC[NH+]1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1ccc(cc1)Oc1ccccc1
N3P,Clc1ccc(cc1)NC(=O)c1cc2ccccc2cc1OP(O)(O)O
VPU,CCCCC(=O)N[C@H]1C(=N)O[C@@H]([C@H]([C@@H]1O)O)CO
MNI,OC[C@H]1[NH2+][C@@H]([C@H]([C@@H]1O)O)CNC(=O)c1ccc(cc1)N(C)C
3TL,O[C@@H]([C@@H]([C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C)O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C
MNA,OC[C@H]([C@H]([C@@H]1O[C@](OC)(C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
NNG,O[C@H]1O[C@H](COP(O)(O)O)[C@H]([C@@H]([C@H]1NP(O)(O)C)O)O
TSS,[NH3+]CCc1c[nH]c2c1cccc2
MUV,CNC(=O)CCC(=O)N[C@H]([C@@H](CN(S(=O)(=O)c1ccco1)CC1CC1)O)Cc1ccccc1
PAH,ONC(=O)CP(O)(O)O
FSG,ONC(=O)[C@H](P(O)(O)O)F
LYS,[NH3+]CCCC[C@@H](C(=O)O)[NH3+]
ARG,OC(=O)[C@H](CCC[NH+]=C(N)N)[NH3+]
DUP,O[C@H]1C[C@@H](O[C@@H]1COP(NP(OP(O)(O)O)(O)O)(O)O)n1ccc(=O)[nH]c1=O
MU1,CC(=O)N[C@H](C(=O)N[C@H](C[C@@H]([C@@H](NC(=O)[C@@H]1CN(C(=O)O1)c1cccc(c1)C(=O)C)Cc1ccccc1)O)Cc1ccccc1)C(C)C
MU0,O[C@H]([C@H](Cc1ccccc1)NC(=O)[C@H]1OC(=O)N(C1)c1ccccc1)C[C@H](Cc1ccccc1)NC(=O)[C@@H](N1CCCNC1=O)C(C)C
4CS,OC(=O)[C@@H]1CCN=C(N1)C
6CS,O[C@H]1CNC(=N[C@@H]1C(=O)O)C
TF4,ClC(C(=O)O)Cl
NUP,O=C1CC(=N)N(C(=O)N1)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(O)(O)O
QPU,OC[C@H]1OC[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)[NH2+][C@H]1[C@H](O)[C@H](C)[C@H]([C@@H]([C@H]1O)O)O)O)O
OGA,OC(=O)CNC(=O)C(=O)O
857,CNC(=O)c1nccc(c1)Oc1ccc2c(c1)nc(o2)Nc1ccc(c(c1)OC[C@@H]1CCC[N@H+]1C)Cl
BPK,OCc1cccc(c1)OCc1nc(oc1C)c1ccccc1
AXI,CNC(=O)c1ccccc1Sc1ccc2c(c1)[nH]nc2/C=C/c1ccccn1
AV9,COc1cc2c(ccnc2cc1OC)Oc1ccc(c(c1)Cl)NC(=O)Nc1noc(c1)C
3MG,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O)OC)O
CTO,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)NC(=O)C)O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O)O)NC(=O)C
MLY,C[NH+](CCCC[C@@H](C(=O)O)[NH3+])C
MLZ,C[NH2+]CCCC[C@@H](C(=O)O)[NH3+]
PH0,O=C([C@@H](CP([C@H](Cc1ccccc1)[NH3+])(O)O)Cc1ccccc1)N[C@H](C(=O)O)Cc1ccccc1
HA2,OC(=O)CCCCC(=O)N(C[C@H](Cc1ccc(cc1)OCc1ccccc1)[NH3+])O
KEL,ONC(=O)C[C@H](C(=O)N[C@H](C(=O)O)C)Cc1ccccc1
25P,OC(=O)CCC[N@H+]1CCC[C@H]1COc1ccc(cc1)Oc1ccc(cc1)Cl
1V6,Nc1scc(n1)c1ccc(cc1)Cc1ccccc1
01G,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1c(nc2c1[nH]c(N)[nH+]c2=O)N1CCOCC1
ETY,CCc1ccc(cc1)O
78P,NC(=O)c1cccc2c1nc([nH]2)[C@@]1(C)CCC[NH2+]1
GJW,O=c1[nH]c2cc(ccc2n2c1ccc2)C[NH+]1CCCC1
L3L,O=C1N(Cc2c1c(ccc2)C(=O)N)C1CC[NH2+]CC1
A92,Fc1cc(ccc1c1nc2c([nH]1)cccc2C(=O)N)[C@@H]1CCCC[NH2+]1
2YQ,Fc1ccc(cc1)[C@H]1Nc2cc(F)cc3c2c([C@@H]1c1ncnn1C)n[nH]c3=O
FSU,COCCCN1Cc2c(C1=O)c(ccc2)C(=O)N
8EC,Fc1cc2nc([nH]c2c(c1)C(=O)N)c1cc2c(s1)C[NH2+]CC2
DQV,O[C@@H]1[C@H](O)[C@H](O[C@H]1c1cccc(c1)C(=O)N)COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)(O)O
ACH,CC(=O)OCC[N+](C)(C)C
LDY,O[C@@H]1[C@H](O)COC[C@H]1O
3PP,OC(=O)CCP(O)(O)O
SAT,OC(=O)CS(O)(O)O
OXL,OC(=O)C(=O)O
O2Y,OC(=O)CSc1cccnc1C(=O)O
KGQ,CCOP(=O)(COc1ccc(cc1)C[C@@H]([C@@H](CN(S(=O)(=O)c1ccc(cc1)OC)CC(C)C)O)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)OCC
CRP,CC[C@@]1(C(=O)N[C@@H](c2ccc(cc2)Cl)C)[C@H](C1(Cl)Cl)C
MQ0,N#Cc1nnc2c(c1NCCC(c1ccccc1)c1ccccc1)cccc2
BFS,Brc1ccc(cc1)[C@H](NC(=O)c1cc(F)ccc1O)C
UNN,C[C@@H](C(c1ccccc1)c1ccccc1)Nc1ncnc2c1cc(F)c(c2)F
MS2,Brc1ccc(cc1)[C@H](NC(=O)[C@]1([S@@](=O)C)[C@H](C1(Cl)Cl)C)C
G50,Oc1ccc(cc1)CCC(=O)c1c(O)cc(cc1O)O
H33,Clc1nc2c([nH]1)n(C)c(=O)n(c2=O)C
H35,c1coc(c1)CNc1ncnc2c1nc[nH]2
2KT,CCC(=O)C(=O)O
XAN,O=c1[nH]c(=O)c2c([nH]1)nc[nH]2
NVG,O=C(NC[C@@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=N)[nH]c1=O)CCc1nc2c([nH]1)cccc2
V12,O=C(Cc1nc2c([nH]1)cccc2)NC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=N)[nH]c1=O
NBV,CCCC[N@@H+]1C[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O
CKA,Clc1ccc2c(c1)N=C(CC2=O)C(=O)O
TYD,O[C@H]1C[C@@H](O[C@@H]1COP(OP(O)(O)O)(O)O)n1cc(C)c(=O)[nH]c1=O
LZJ,Nc1ncc2c(n1)nc(c(c2)c1c(Br)cccc1Br)N
LZK,COc1cccc(c1c1cc2cnc(nc2nc1N)N)OC
PAY,OC(=O)CC[C@@H](C(=O)O)C[C@H](C(=O)O)C[C@@H](C(=O)O)C
627,CO[C@@H](C(=O)N1Cc2c(C1)[nH]nc2NC(=O)c1ccc(cc1)N1CC[N@H+](CC1)C)c1ccccc1
3YY,O=C1NC(=O)[C@H](N1)c1cn(nc1c1ccc(cc1)F)c1ccccc1
66K,C[N@@H+]1CC[N@H+](CC1)Cc1ccc(cc1C(F)(F)F)C(=O)Nc1ccc(c(c1)OC1CCN(CC1)C(=O)c1cccnc1)C
HCY,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C
TLM,C=C/C(=C/[C@@]1(C)SC(=O)C(=C1O)C)/C
P4T,CC(=O)c1sc(nc1C)Nc1ccccc1
NOK,OC[C@H]1[NH2+]C[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
GVR,ONC(=O)[C@H](NS(=O)(=O)c1ccc2c(c1)cccc2)Cc1ccc2c(c1)cccc2
1WN,ONC(=O)[C@H]([C@](c1ccc(cc1)O)(O)C)NC(=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)N
5EN,FC([C@]([C@@H](C(=O)N=O)NC(=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)N)(O)C)F
MNM,OC[C@H]1C[NH2+][C@H]([C@H]([C@@H]1O)O)O
VBZ,OC[C@H]1C[C@H]2[N@H+](C[C@]1(O)[C@@H]([C@@H]2O)O)Cc1ccccc1
NHV,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](c2n1cc(n2)CNc1ccccc1)O
15A,OC[C@H]1N/C(=N\CC[NH3+])/[C@H]([C@H]([C@@H]1O)O)O
GZL,O/C=C(/[C@@H]1O[C@H](C(=C1O)O)O)\O
NGA,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@H]1O)O)NC(=O)C
MBG,CO[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O
4NM,SCc1ccc(cc1)N(=O)=O
X23,CC[C@@H](C(=O)N[C@H]1[C@@H](C[NH3+])CC[C@@H]2N(C1=O)[C@@H](CC2)C(=O)NC(c1ccccc1)c1ccccc1)[NH3+]
9JZ,C[NH2+][C@H](C(=O)N[C@H](C(=O)N1CC[C@@H]([C@H]1C(=O)Nc1ccccc1c1ncccn1)C)C1CCCCC1)C
F2H,O=C(Nc1cccc(c1)C(=O)Nc1ccc(c2c1c(ccc2)S(O)(O)O)S(O)(O)O)Nc1cccc(c1)C(=O)Nc1ccc(c2c1c(ccc2)S(O)(O)O)S(O)(O)O
P83,C[NH2+]Cc1ccc2c(c1)c1ccccc1n2CC
P84,Ic1cc(I)c(c(c1)C[NH+](C)C)O
P86,CC[NH+]([C@@H]1CC[N@H+](CC1)Cc1cc(I)cc(c1O)I)CC
NXG,OCC#Cc1cc(C[N@@H+]2CC[C@H](CC2)[NH+](CC)CC)c(c(c1)I)O
P74,CC[NH+]([C@@H]1CC[N@H+](CC1)Cc1cc(C#CCNC(=O)OC(C)(C)C)cc(c1O)I)CC
P51,CC[NH+]([C@@H]1CC[N@H+](CC1)Cc1cc(C#CCOc2ccccc2)cc(c1O)I)CC
P96,CC[NH+]([C@@H]1CC[N@H+](CC1)Cc1cc(C#CCNc2ccccc2)cc(c1O)I)CC
KMN,C#Cc1cc(C#CCOc2ccccc2)cc(c1O)C[N@@H+]1CC[C@H](CC1)[NH+](CC)CC
UL7,O[C@@H]1CC[N@H+](CC1)[C@@H]1CC[N@H+](CC1)Cc1cc(Cl)cc(c1O)Br
RZH,CCc1cc(Br)cc2c1[nH]c(c2CC[NH3+])C
Y0V,OC(=O)c1cc(I)c(c(c1O)I)n1cccc1
UFV,Nc1cc(cc(c1N)Br)C(F)(F)F
O82,C[NH2+]Cc1ccc2c(c1)c1ccccc1n2CCF
O83,C[NH2+]Cc1ccc2c(c1)c1ccccc1n2CC(F)F
O80,C[NH+](Cc1ccc2c(c1)c1ccccc1n2CC(F)(F)F)C
9GW,CCCOc1cc(C(=O)O)c(c(c1n1cccc1)I)O
9GQ,CCCCOc1cc(C(=O)O)c(c(c1n1cccc1)I)O
9GN,CCCSc1cc(C(=O)O)c(c(c1n1cccc1)I)O
EXQ,C[NH2+]Cc1ccc2c(c1)c1ccc(cc1n2CC)c1scc(c1)C
EY2,C[NH2+]Cc1ccc2c(c1)c1ccc(cc1n2CC)Br
NHE,OS(CC[NH2+]C1CCCCC1)(O)O
GCU,O[C@H]1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O
X09,[NH3+]C[C@@H]1[C@@H](O)[C@@H]([C@@H]2[N@H+]1CC[C@@H]2O)O
TPO,OC(=O)[C@H]([C@H](OP(O)(O)O)C)[NH3+]
OPE,[NH3+]CCOP(O)(O)O
N7P,CC(=O)N1CCC[C@H]1C(=O)O
N8P,CC(=O)N1CCC[C@@H]1C(=O)O
UNF,O[C@H]1C=C(O[C@@H]([C@@H]1O)O[C@H]1[C@H](O[C@@H]([C@@H]([C@H]1O)O)O)C(=O)O)C(=O)O
PLS,OC[C@@H](C(=O)O)/N=C/c1c(cnc(c1O)C)COP(O)(O)O
TOP,COc1cc(Cc2cnc(nc2N)N)cc(c1OC)OC
DUT,O[C@H]1C[C@@H](O[C@@H]1COP(OP(OP(O)(O)O)(O)O)(O)O)n1ccc(=O)[nH]c1=O
6AN,OS(c1ccc2c(c1)ccc(c2)Nc1ccccc1)(O)O
MIY,C[NH+]([C@@H]1[C@@H](O)[C@@H](C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(C(=O)C1=C2O)c(O)ccc3N(C)C)O)C
ZZL,Clc1ccc2c(c1)C(=NCc1c2nc(nc1)Nc1ccc(cc1)C(=O)O)c1c(F)cccc1F
EML,OCC([N@@H+](Cc1nsc(c1)Nc1nc(C)cn2c1ncc2c1c[nH]nc1)CC)(C)C
0C0,OC(=O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1c1ccccc1
0C3,OC(=O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1C(F)(F)F
0C8,OC(=O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1OC(F)(F)F
A65,OCc1c(SC)snc1SC
A6E,O=C(N1CCSCC1)CCOc1ccc(cc1)F
A7K,OCC1CCN(CC1)c1ccccc1C[NH3+]
A8H,O=C1NC(=O)[C@@H]2[C@H]1C[C@H](CC2)c1ccccc1
A8K,Oc1ccc(cc1)Sc1ccc(cc1)O
A98,CCSc1nnc(s1)NC(=O)OC
EG7,OC(=O)[C@@]1(CC[N@H+]([C@@H](C1)C)Cc1cccc(c1F)Cl)Cc1nc(ccc1F)Nc1n[nH]c(c1)C
KEM,O=C([C@@H](/C=C/C(=O)C(=O)O)C)CC[C@H]1C(=O)CC[C@]2([C@@H]1CCC2=O)C
FHN,OC[C@@H]1[NH2+][C@@H](CO)[C@H]([C@@H]([C@@H]1O)O)O
DFU,O[C@@H]1C[NH2+][C@H]([C@H]([C@H]1O)O)C
TA9,O[C@@H]1[C@@H](CNC(=O)c2cccc3c2C(=O)c2c3cccc2)[NH2+][C@H]([C@H]([C@H]1O)O)C
EAT,C[C@@H]1[NH2+][C@H]([C@@H]([C@@H]1O)O)c1nc2c([nH]1)cccc2
16Z,COc1ccc(cc1)[C@H]1[C@H](O)[C@@H]([C@@H]([N@H+]1C)C)O
2M7,O[C@H]1[C@H](C#Cc2ccccc2)[NH2+][C@H]([C@H]1O)C
2OX,O[C@H]1[C@@H]([NH2+][C@H]([C@H]1O)C)c1nnn(c1)c1ccccc1
GYZ,O=C(Nc1ccccc1)O/N=C/1\O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O
GLA-MBG,CO[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O
147,OC[C@H]1O[C@@H](Oc2ccc(cc2)N(=O)=O)[C@@H]([C@H]([C@H]1O)O)O
GS9,OC[C@H]1O[C@@H](Sc2ccc3c(c2)cccc3)[C@@H]([C@H]([C@H]1O)O)O
GAL-MHD,OC[C@H]1O[C@@H](Oc2cn(c3c2cccc3)C)[C@@H]([C@H]([C@H]1O)O)O
56N,OC[C@H]1O[C@@H](Oc2ccccc2)[C@@H]([C@H]([C@H]1O)O)O
UDP-BGC,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O
NA7,O[C@@H]1[C@@H](COP(OP(OC[C@H]2OC[C@@H]([C@@H]2O)O)(O)O)(O)O)O[C@H]([C@@H]1OP(O)(O)O)n1cnc2c1ncnc2N
X2O,CC[C@H](C(c1ccccc1)(c1ccccc1)SC[C@@H](C(=O)O)[NH3+])C
4C5,COc1ccc(cc1)C(c1ccccc1)(c1ccccc1)SC[C@@H](C(=O)O)[NH3+]
X4Z,C[NH+](C[C@H](c1ccccc1)NC(=O)N1Cc2c(C1(C)C)[nH]nc2Nc1nc(C)nc2c1scc2)C
N53,C[N@H+]1CCN([C@H](C1)Cc1ccccc1)C(=O)N1Cc2c(C1(C)C)[nH]nc2NC(=O)c1cccc(c1)Oc1ccccc1
2OQ,Nc1ncnc(n1)n1c(C)nc2c1cc(C#CC1(O)CCCCC1)cc2
2OO,CCNc1nc2c(n1c1ncnc(n1)N)cc(cc2)C#CC(O)(C)C
8FU,Clc1ccc2c(c1)c(nc(n2)C(=O)N1CC[NH2+][C@@H](C1)C)Nc1[nH]nc(c1)C
8FX,Clc1ccc2c(c1)c(nc(n2)C(=O)N1CC[NH2+][C@@H](C1)C)Nc1[nH]nc(c1)C(C)C
GUI,COc1cc(ccc1Nc1ncc(c(n1)Nc1ccccc1S(=O)(=O)C(C)C)Cl)N1CCC(CC1)[N@@H+]1CC[N@H+](CC1)C
AWJ,OC[C@](c1nc(c(s1)c1cnc(c(c1)O[C@@H](c1cc(F)ccc1n1nccn1)C)N)C)(O)C
5P8,N#Cc1n(C)nc2c1c1cnc(c(c1)O[C@H](C)c1c(C(=O)N(C2)C)ccc(c1)F)N
YPW,CNC(=O)c1ccc(cc1[C@H](Oc1nc(cnc1N)c1cccnc1OC)C)F
YMX,C[NH+]1CCN(CC1)c1ccc(c(c1)NC1CCOCC1)C(=O)Nc1[nH]nc2c1cc(cc2)Cc1cc(F)cc(c1)F
6YL,Fc1ccc(c(c1)[C@H](Oc1cc(cnc1N)c1cn(nc1C)C)C)C(=O)N(C)C
XNW,COc1ccc(cc1)C[C@H]1C(=O)[C@@H](O)[C@@H](C[C@]1(O)C(=O)O)O
