lig_name,SMILE
JSV,CO[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1S[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
RNS,C[C@@H]1OC(=O)[C@@H]([C@@H]([C@H]1O)O)O
TTB,C/C(=C\c1ccc(cc1)C(=O)O)/c1ccc2c(c1)C(C)(C)CCC2(C)C
TPG,Nc1[nH]c(=O)c2c(n1)n(cn2)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(OP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cn(c2c1nc([nH]c2=O)N(C)C)C)(O)O)(O)O)(O)O
IRE,COc1cc2ncnc(c2cc1OCCC[NH+]1CCOCC1)Nc1ccc(c(c1)Cl)F
CYS,OC(=O)[C@@H]([NH3+])CS
BI1,C[NH+](CCCn1cc(c2c1cccc2)[C@H]1C(=O)NC(=O)[C@H]1c1c[nH]c2c1cccc2)C
IYZ,CC(=O)c1cccc(c1)c1cnc2n1nc(NCC1CC1)cc2
XJ1,OC(=O)/C=C/c1cccc(c1)c1cncc(n1)N[C@@H]1CC[C@H](CC1)[NH3+]
985,OC(=O)/C=C/c1cccc(c1)c1cncc(n1)N1CCC[N@@H+](CC1)C
6CD,C[C@H]1NC(=O)c2c1[nH]c(c2)c1cccc2c1[nH]c(NC(C)(C)C)[n+](c2=O)C
2-mer,O[C@H]1C=C(O[C@H]([C@H]1O)O[C@@H]1[C@H](O[C@@H]([C@H]([C@H]1O)O)O)C(=O)O)C(=O)O
4BC,CCc1cc(c(cc1O)O)c1n[nH]c(c1c1ccc2c(c1)OCO2)C(=O)O
43P,CCc1cc(c(cc1O)O)c1[nH]ncc1c1c[nH]cn1
2GG,CCNC(=O)c1noc(c1c1ccc(cc1)OC)c1cc(Cl)c(cc1O)O
VHD,Oc1cc(O)c(cc1C(=O)n1cc2c(c1)cccc2)C(C)C
XDK,Nc1nccc(n1)c1cccnc1
2DL,CCN(C(=O)c1ccc(c(c1)OC)O)CC
WOE,COc1ccccc1c1cc(Cl)nc(n1)N
C0Y,O=C(c1ccc(c(c1)C(C)(C)C)O)N1CCOCC1
XJG,COc1cc(O)c(cc1C(C)C)C(=O)N1Cc2c(C1)cccc2
L81,Oc1cc2NCC(c2cc1C(=O)N1Cc2c(C1)cccc2)(C)C
XJX,C[N@@H+]1CC[N@H+](CC1)Cc1ccc2c(c1)CN(C2)C(=O)c1cc(C(C)C)c(cc1O)O
YI0,COc1ccc(cc1)c1snnc1c1cc(Cl)c(cc1O)O
BZ8,CCOc1ccc(cc1)c1snnc1c1cc(Cl)c(cc1O)O
YKI,O=C(c1ccnc2c1cc[nH]2)N[C@@H]1c2ccccc2c2c1cccc2c1nc2c([nH]1)cncc2
B2J,CCSc1nc(C)nc(n1)N
B2K,Cc1ccc(cc1)S(=O)(=O)c1cc(C)nc(n1)N
B2L,Cc1nc(N)nc(c1)c1ccc2c3c1cccc3COC2
B2T,CSc1nc(N)nc(n1)c1ccccc1Cl
SNX,COCCNc1cc(ccc1C(=O)N)n1c2ccccc2c2c1CCCC2=O
3RP,COc1cc(c2cc(C)nc(n2)N)c(cc1Cl)Cl
VHA,Nc1nc2Sc3cccc(c3)OCCCCOc3cc(c(n1)c2)c(C)cc3
VHC,Nc1nc2Sc3cccc(c3)OCCCNC(=O)c3cc(c(n1)c2)c(C)cc3C
VHE,O=C1NCCCNC(=O)c2cc(c3cc(SCC1)nc(N)n3)c(cc2C)C
WHA,NC(=O)CCCSc1nc(N)nc(n1)c1c(Cl)cc2c3c1cccc3COC2
9UN,Oc1cc(O)c(c(c1)Oc1ccc(cc1)N(=O)=O)c1onc(c1)C(=O)N[C@@H]1CC[N@H+](CC1)C
50Q,Oc1cc(Oc2ccc(c(c2)Cl)Cl)cc(c1)O
2N6,CSc1nc(c2ccc(cc2C)C)c2c(n1)[nH]cc2C#N
IEE,Cc1ccc(cc1)CNc1cc(Cl)nc(n1)N
IQ5,CC(=O)Nc1cc2nc(sc2cc1C)N
TQL,O/N=C(/c1ccc(cc1O)O)\c1cccnc1
6FJ,Oc1cc(O)c(cc1C(=O)N(Cc1ccco1)C)c1n[nH]c(=O)n1c1ccccc1F
6DL,Oc1cc(O)c(cc1c1n[nH]c(=O)n1c1ccccc1F)Br
6G7,Oc1ccc(c(c1)O)c1n[nH]c(=O)n1c1ccccc1F
6GC,CCCCN(C(=O)c1cc(c(cc1O)O)c1n[nH]c(=O)n1c1ccccc1F)C
6FF,CCCN(S(=O)(=O)c1cc(c(cc1O)O)c1n[nH]c(=O)n1c1ccccc1F)C
6GV,CC(N(S(=O)(=O)c1cc(c(cc1O)O)c1n[nH]c(=O)n1c1ccccc1F)C)C
6GW,Oc1cc(O)c(cc1C(=O)N(Cc1cccs1)C)c1n[nH]c(=O)n1c1ccccc1C
70K,CN(C(=O)c1cc2c(cc1O)[nH]nc2C(=O)N1CCCCC1)c1ccc(cc1)N1CCOCC1
9EK,Oc1cc2n[nH]c(c2cc1C(=O)N(c1ccc(cc1)N1CCOCC1)C)C(=O)N1CCCC1
9RZ,CO[C@H]1CCCN(C1)C(=O)c1n[nH]c2c1cc(c(c2)O)C(=O)N(c1ccc(cc1)N1CCOCC1)C
9QY,COC(=O)c1c(O)cc(c(c1CCc1nccn1Cc1ccccc1)Cl)O
B5Q,C[NH2+]Cc1ccccc1c1ccc2c(c1)c(nc(n2)N)C(=O)n1cc2c(c1)cccc2
PU1,C#CCCCn1c(Cc2cc(OC)c(c(c2Cl)OC)OC)nc2c1nc(F)nc2N
P4A,COc1ccc(cc1)c1c(C)n[nH]c1c1ccc(cc1O)O
BAW,CCc1cc(c(cc1O)O)c1[nH]nc(c1c1ccccc1F)C
BA8,Oc1cc(O)c(cc1CCc1ccccn1)c1ccnn1c1ccccc1Cl
C4T,Clc1ccc(cc1)CN(C(=O)c1cc2c(n[nH]c2cc1O)Cc1ccccc1)C
C4N,Clc1ccc(cc1)CN(C(=O)c1cc2c(n[nH]c2cc1O)Cc1cccc(c1)C)C
C4K,Cc1cccc(c1)Cc1n[nH]c2c1cc(c(c2)O)C(=O)N(c1ccc2c(c1)OCO2)C
C3Z,Oc1cc2n[nH]c(c2cc1c1ccnn1c1ccccc1)Cc1ccccc1
C8W,COc1ccc(cc1OCCCC(=O)O)c1c(C#N)c(N)nc2c1c(N)c(s2)C(=O)N
KFY,CCCCn1c(Cc2cc(OC)c(c(c2)OC)OC)nc2c1ncnc2N
D4W,Oc1ccc(c(c1)O)c1ccnn1c1ccccc1Cl
G5E,Oc1ccc(c(c1)O)c1n[nH]c(=S)n1c1ccccc1F
GTX,CCCCCCSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)[NH3+]
LZ6,ClCCN(c1ccc(cc1)CCCC(=O)O)CCSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)[NH3+]
YS1,OP(C(P(O)(O)O)Nc1nccc(c1)c1ccc(cc1)O[C@@H]1C=C1)(O)O
JD1,CC(Oc1ccc(cc1)c1cncc(c1)NC(P(O)(O)O)P(O)(O)O)C
FPP,C/C(=C\COP(OP(O)(O)O)(O)O)/CC/C=C(/CCC=C(C)C)\C
BG6,O[C@@H]1O[C@H](COP(O)(O)O)[C@H]([C@@H]([C@H]1O)O)O
CLR,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C)C
8HG,OC[C@H]1O[C@H](C[C@@H]1O)n1c(=O)[nH]c2c1nc(N)[nH]c2=O
8DA,OC[C@@H]1O[C@@H](C[C@H]1O)n1c(=O)[nH]c2c1ncnc2N
GNG,OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2c1nc(N)[nH]c2=O
55R,O=C1C=C/C(=N/Nc2ccccc2C(=O)O)/C=C1
1AA,O[C@@H]1[C@@H](COP(OP(OCCOC(=O)c2ccccc2N)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc(nc1=O)N
2AA,O[C@@H]1[C@@H](COP(OP(OCCNS(=O)(=O)c2cccc3c2cccc3N(C)C)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc(nc1=O)N
F01,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(F)c(=N)[nH]c1=O
AR6,O[C@@H]1[C@@H](COP(OP(OC[C@H]2O[C@@H]([C@@H]([C@@H]2O)O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
ARW,CO[C@@H]1OC[C@H]([C@H]([C@@H]1O)O)O
MFU,CO[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O
F1A-MMA,CO[C@H]1O[C@H](CNS(=O)(=O)c2c(C)cc(cc2C)C)[C@H]([C@@H]([C@@H]1O)O)O
MLK,CC[N@H+]1C[C@@]2(CC[C@@H]([C@]34[C@H]1[C@](O)([C@H]([C@H]23)OC)[C@@]1([C@@H]2[C@H]4C[C@@H]([C@@H]2OC)[C@H](C1)OC)O)OC)COC(=O)c1ccccc1N1C(=O)C[C@@H](C1=O)C
LOB,O[C@@H](c1ccccc1)C[C@H]1CCC[C@H]([N@@H+]1C)CC(=O)c1ccccc1
COC,COC(=O)[C@H]1[C@H](C[C@H]2[N@@H+]([C@@H]1CC2)C)OC(=O)c1ccccc1
ZY5,COc1cc(O)ccc1/C=C/1\CCCN=C1c1cccnc1
TKT,C[N@@H+]1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)c1c[nH]c2c1cccc2
ZY7,COc1cc(OC)ccc1/C=C/1\CCCN=C1c1cccnc1
GYN,O[C@H]1CC[C@@H]2O[C@H]([C@@H](C2)C)/C(=C/CCC2=NCCC[C@@]32[C@@H](/C=C/1\C)C(=C(CC3)[C@@H]1C[C@@H](C(=O)O1)C)C)/C
SRO,[NH3+]CCc1c[nH]c2c1cc(O)cc2
CWB,C[N@@H+]1[C@@H]2CCC[C@H]1C[C@@H](C2)NC(=O)c1nn(c2c1cccc2)C
IM4,O=N(=O)Nc1nccn1Cc1ccc(nc1)Cl
0J0,Cn1c(=O)cc(c2c1cccc2)OCc1nnn(c1)[C@@H]1C[C@H]2C=C[C@@H](C1)[N+]2(C)C
41J,C=CC1=C[C@H]2[C@@]3(CC1)C[C@H](C)[C@H](CN=C3CCCC(=C)C[C@@H]1CC[C@@]([C@@]3(O[C@@]4(O[C@@H](C[C@]56O[C@@H]2[C@H](O5)[C@H](O)[C@@H](C6)C)CCC4)CC3)O1)(C)O)C
SY9,O=C1C[C@@H]2OCC=C3[C@H]4[C@@H]2[C@@H]2N1c1ccccc1[C@]12CC[N@H+]([C@H]1C4)C3
FNZ,N#Cc1ccc(cc1)[C@H](n1cncn1)[C@@H](Cc1ccc(cc1)F)O
TP6,OC[C@H]([C@H]([C@@H](Cn1c2[nH]c(=O)[nH]c(=O)c2n(c1=O)CCCCCOP(O)(O)O)O)O)O
TSF,OC[C@H]([C@H]([C@@H](Cn1c2[nH]c(=O)[nH]c(=O)c2n(c1=O)CCCCC(P(O)(O)O)(F)F)O)O)O
JCL,Clc1[nH]c(=O)[nH]c(=O)c1CCCCOP(O)(O)O
LUM,Cc1cc2nc3c(nc2cc1C)[nH]c(=O)[nH]c3=O
LFN,Cc1cc2nc3c(=O)[nH]c(=O)[nH]c3[n+](c2cc1C)C
DAN,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
SLB,OC[C@H]([C@H]([C@@H]1O[C@@](O)(C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
FOL,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(=O)[nH]c(n2)N
C4H,SCCC(=O)NCCCCNS(=O)(=O)c1cccc2c1cccc2N(C)C
2OH,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C
43M,Oc1ccc(c(c1)C)Cl
OHT,CC/C(=C(\c1ccc(cc1)O)/c1ccc(cc1)OCC[NH+](C)C)/c1ccccc1
H42,Oc1ccc2c(c1)CCCC2
H4Q,CC[C@H](c1ccc(cc1)O)C
H3Z,CC(c1ccc(cc1)O)C
H48,CC(c1ccc(cc1)O)c1ccc(cc1)O
27N,ClC(C(c1ccc(cc1)O)c1ccc(cc1)O)(Cl)Cl
H3W,CCC(c1ccc(cc1)O)(c1ccc(cc1)O)C
C2F,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NC[C@H]1CNc2c(N1C)c(=O)[nH]c(n2)N
ANP,O[C@@H]1[C@@H](COP(OP(NP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
NOS,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc[nH]c2=O
CIT,OC(=O)C(CC(=O)O)(CC(=O)O)O
BID,C/C=C/C(=O)C[C@H]1CC[C@@H]([C@@H](O1)CC(=O)NC[C@@H]([C@@H](C(=O)NCCC[C@H]1O[C@@]2(CCC[C@H](O2)CC[C@@H](/C=C(/[C@@H](O)C)\C)C)CC[C@@H]1C)C)O)C
MLR,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
2ZM,O=N(=O)c1ccc2c(c1)nc[nH]2
A2P,O[C@@H]1[C@@H](COP(O)(O)O)O[C@H]([C@@H]1OP(O)(O)O)n1cnc2c1ncnc2N
3C4,OC(=O)Cc1ccc(c(c1)Cl)O
2PN,OP(NP(O)(O)O)(O)O
PYR,OC(=O)C(=O)C
A22,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)OP(O)(O)O)n1cnc2c1ncnc2N)(O)O)(O)O
DRJ,CCCCCCCN(c1nc2c(o1)cccc2)CCc1ccc(cc1)O[C@@](C(=O)O)(CC)C
DRH,CCCCCCCN(c1nc2c(o1)cccc2)CCc1ccc(cc1)O[C@](C(=O)O)(CC)C
YFD,CCCCCc1cc(OC)c(c(c1C(=O)O)O)CC=C(C)C
YFB,COc1cc(CCc2ccccc2)c(c(c1C/C=C(\CCC=C(C)C)/C)O)C(=O)O
30000000,CC[C@@H](c1ccccc1)NC(=O)c1ccc2c(c1)ccn2S(=O)(=O)c1cccc2c1cccc2
5VN,OC[C@]1(C)[C@@H](O)CC[C@]2([C@H]1CC[C@@]1([C@@H]2CC=C2[C@@]1(C)C[C@@H](O)[C@@]1([C@H]2CC(CC1)(C)C)C(=O)O)C)C
QZQ,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C(=O)O
GDY,O=c1sc(c([nH]1)O)Cc1ccc(cc1)OCCc1cccs1
GBV,CCSSCCCCCC(=O)NCCOc1ccc(cc1)Cc1sc(=O)[nH]c1O
GEV,O[C@H](c1ccc(cc1)Cc1sc(=O)[nH]c1O)CCc1nc(oc1C)c1ccccc1
89I,CN(c1ccc(cc1)c1c(N)ncnc1C#Cc1ccc(nc1)N1CCOCC1)C
7IG,CCc1nc(N)nc(c1c1ccc(cc1)NCc1cc(F)cc(c1)F)N
NHT,CCNC1=N[C@H]2[C@@H](S1)O[C@@H]([C@H]([C@@H]2O)O)CO
STZ,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)NC(=O)N(N=O)C
LTM,OC[C@H]1NC(=O)[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
VDM,OC[C@H]1C[C@H]([NH2+][C@H]2C=C(CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O
TTZ,OC[C@H]1O[C@H](NC2=N[C@@H]3[C@H](S2)[C@@H](O)[C@@H]([C@]3(O)CO)O)[C@@H]([C@H]([C@@H]1O)O)O
M25,CC(=O)NCCc1ccc(cc1)S(=O)(=O)N
M28,OC(=O)CCc1ccc(cc1)S(=O)(=O)N
M29,CCOC(=O)CCc1ccc(cc1)S(=O)(=O)N
C2R,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc(c1N)C(=O)O)COP(O)(O)O
DP6,OC(=O)C[C@@](CCOP(OP(O)(O)O)(O)O)(O)C
STI,C[N@@H+]1CC[N@H+](CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C
4B7,OCC[NH+]1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1ccc(cc1)Oc1ccccc1
MNA,OC[C@H]([C@H]([C@@H]1O[C@](OC)(C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
GG9,O[C@@H]1[C@@H](C=C(C[C@H]1O[C@@](C(=O)O)(C(F)F)OP(O)(O)O)C(=O)O)OP(O)(O)O
RC1,O[C@@H]1[C@@H](C=C(C[C@H]1O[C@](P(O)(O)O)(C(=O)O)C)C(=O)O)OP(O)(O)O
TSS,[NH3+]CCc1c[nH]c2c1cccc2
LYS,[NH3+]CCCC[C@@H](C(=O)O)[NH3+]
ARG,OC(=O)[C@H](CCC[NH+]=C(N)N)[NH3+]
DUP,O[C@H]1C[C@@H](O[C@@H]1COP(NP(OP(O)(O)O)(O)O)(O)O)n1ccc(=O)[nH]c1=O
4CS,OC(=O)[C@@H]1CCN=C(N1)C
6CS,O[C@H]1CNC(=N[C@@H]1C(=O)O)C
TF4,ClC(C(=O)O)Cl
8-mer,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H]1[NH2+]CCC1)/C=C/C(=O)N)CC(=O)O
QPU,OC[C@H]1OC[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)[NH2+][C@H]1[C@H](O)[C@H](C)[C@H]([C@@H]([C@H]1O)O)O)O)O
CTO,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)NC(=O)C)O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O)O)NC(=O)C
MLY,C[NH+](CCCC[C@@H](C(=O)O)[NH3+])C
MLZ,C[NH2+]CCCC[C@@H](C(=O)O)[NH3+]
25P,OC(=O)CCC[N@H+]1CCC[C@H]1COc1ccc(cc1)Oc1ccc(cc1)Cl
01G,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1c(nc2c1[nH]c(N)[nH+]c2=O)N1CCOCC1
ETY,CCc1ccc(cc1)O
DSN,OC[C@H](C(=O)O)[NH3+]
2YQ,Fc1ccc(cc1)[C@H]1Nc2cc(F)cc3c2c([C@@H]1c1ncnn1C)n[nH]c3=O
FSU,COCCCN1Cc2c(C1=O)c(ccc2)C(=O)N
8EC,Fc1cc2nc([nH]c2c(c1)C(=O)N)c1cc2c(s1)C[NH2+]CC2
DQV,O[C@@H]1[C@H](O)[C@H](O[C@H]1c1cccc(c1)C(=O)N)COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)(O)O
ACH,CC(=O)OCC[N+](C)(C)C
G50,Oc1ccc(cc1)CCC(=O)c1c(O)cc(cc1O)O
2KT,CCC(=O)C(=O)O
ASP,OC(=O)C[C@@H](C(=O)O)[NH3+]
CKA,Clc1ccc2c(c1)N=C(CC2=O)C(=O)O
LZJ,Nc1ncc2c(n1)nc(c(c2)c1c(Br)cccc1Br)N
LZK,COc1cccc(c1c1cc2cnc(nc2nc1N)N)OC
627,CO[C@@H](C(=O)N1Cc2c(C1)[nH]nc2NC(=O)c1ccc(cc1)N1CC[N@H+](CC1)C)c1ccccc1
3YY,O=C1NC(=O)[C@H](N1)c1cn(nc1c1ccc(cc1)F)c1ccccc1
66K,C[N@@H+]1CC[N@H+](CC1)Cc1ccc(cc1C(F)(F)F)C(=O)Nc1ccc(c(c1)OC1CCN(CC1)C(=O)c1cccnc1)C
HCY,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C
TLM,C=C/C(=C/[C@@]1(C)SC(=O)C(=C1O)C)/C
P4T,CC(=O)c1sc(nc1C)Nc1ccccc1
NOK,OC[C@H]1[NH2+]C[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
AMP,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(O)(O)O
MVL,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](c2n1ccn2)O
GZL,O/C=C(/[C@@H]1O[C@H](C(=C1O)O)O)\O
NGA,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@H]1O)O)NC(=O)C
MBG,CO[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O
4NM,SCc1ccc(cc1)N(=O)=O
F2H,O=C(Nc1cccc(c1)C(=O)Nc1ccc(c2c1c(ccc2)S(O)(O)O)S(O)(O)O)Nc1cccc(c1)C(=O)Nc1ccc(c2c1c(ccc2)S(O)(O)O)S(O)(O)O
P83,C[NH2+]Cc1ccc2c(c1)c1ccccc1n2CC
P84,Ic1cc(I)c(c(c1)C[NH+](C)C)O
P86,CC[NH+]([C@@H]1CC[N@H+](CC1)Cc1cc(I)cc(c1O)I)CC
NXG,OCC#Cc1cc(C[N@@H+]2CC[C@H](CC2)[NH+](CC)CC)c(c(c1)I)O
P74,CC[NH+]([C@@H]1CC[N@H+](CC1)Cc1cc(C#CCNC(=O)OC(C)(C)C)cc(c1O)I)CC
P51,CC[NH+]([C@@H]1CC[N@H+](CC1)Cc1cc(C#CCOc2ccccc2)cc(c1O)I)CC
P96,CC[NH+]([C@@H]1CC[N@H+](CC1)Cc1cc(C#CCNc2ccccc2)cc(c1O)I)CC
KMN,C#Cc1cc(C#CCOc2ccccc2)cc(c1O)C[N@@H+]1CC[C@H](CC1)[NH+](CC)CC
UL7,O[C@@H]1CC[N@H+](CC1)[C@@H]1CC[N@H+](CC1)Cc1cc(Cl)cc(c1O)Br
RZH,CCc1cc(Br)cc2c1[nH]c(c2CC[NH3+])C
Y0V,OC(=O)c1cc(I)c(c(c1O)I)n1cccc1
UFV,Nc1cc(cc(c1N)Br)C(F)(F)F
O82,C[NH2+]Cc1ccc2c(c1)c1ccccc1n2CCF
O83,C[NH2+]Cc1ccc2c(c1)c1ccccc1n2CC(F)F
O80,C[NH+](Cc1ccc2c(c1)c1ccccc1n2CC(F)(F)F)C
9GW,CCCOc1cc(C(=O)O)c(c(c1n1cccc1)I)O
9GQ,CCCCOc1cc(C(=O)O)c(c(c1n1cccc1)I)O
9GN,CCCSc1cc(C(=O)O)c(c(c1n1cccc1)I)O
EXQ,C[NH2+]Cc1ccc2c(c1)c1ccc(cc1n2CC)c1scc(c1)C
EY2,C[NH2+]Cc1ccc2c(c1)c1ccc(cc1n2CC)Br
PGH,ONC(=O)COP(O)(O)O
GCU,O[C@H]1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O
TPO,OC(=O)[C@H]([C@H](OP(O)(O)O)C)[NH3+]
OPE,[NH3+]CCOP(O)(O)O
N7P,CC(=O)N1CCC[C@H]1C(=O)O
N8P,CC(=O)N1CCC[C@@H]1C(=O)O
UNF,O[C@H]1C=C(O[C@@H]([C@@H]1O)O[C@H]1[C@H](O[C@@H]([C@@H]([C@H]1O)O)O)C(=O)O)C(=O)O
PLS,OC[C@@H](C(=O)O)/N=C/c1c(cnc(c1O)C)COP(O)(O)O
TOP,COc1cc(Cc2cnc(nc2N)N)cc(c1OC)OC
DUT,O[C@H]1C[C@@H](O[C@@H]1COP(OP(OP(O)(O)O)(O)O)(O)O)n1ccc(=O)[nH]c1=O
6AN,OS(c1ccc2c(c1)ccc(c2)Nc1ccccc1)(O)O
MIY,C[NH+]([C@@H]1[C@@H](O)[C@@H](C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(C(=O)C1=C2O)c(O)ccc3N(C)C)O)C
EML,OCC([N@@H+](Cc1nsc(c1)Nc1nc(C)cn2c1ncc2c1c[nH]nc1)CC)(C)C
0C0,OC(=O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1c1ccccc1
0C3,OC(=O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1C(F)(F)F
0C8,OC(=O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1OC(F)(F)F
A65,OCc1c(SC)snc1SC
A6E,O=C(N1CCSCC1)CCOc1ccc(cc1)F
A7K,OCC1CCN(CC1)c1ccccc1C[NH3+]
A8H,O=C1NC(=O)[C@@H]2[C@H]1C[C@H](CC2)c1ccccc1
A8K,Oc1ccc(cc1)Sc1ccc(cc1)O
A98,CCSc1nnc(s1)NC(=O)OC
KEM,O=C([C@@H](/C=C/C(=O)C(=O)O)C)CC[C@H]1C(=O)CC[C@]2([C@@H]1CCC2=O)C
FHN,OC[C@@H]1[NH2+][C@@H](CO)[C@H]([C@@H]([C@@H]1O)O)O
DFU,O[C@@H]1C[NH2+][C@H]([C@H]([C@H]1O)O)C
TA9,O[C@@H]1[C@@H](CNC(=O)c2cccc3c2C(=O)c2c3cccc2)[NH2+][C@H]([C@H]([C@H]1O)O)C
GLA-MBG,CO[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O
147,OC[C@H]1O[C@@H](Oc2ccc(cc2)N(=O)=O)[C@@H]([C@H]([C@H]1O)O)O
GS9,OC[C@H]1O[C@@H](Sc2ccc3c(c2)cccc3)[C@@H]([C@H]([C@H]1O)O)O
GAL-MHD,OC[C@H]1O[C@@H](Oc2cn(c3c2cccc3)C)[C@@H]([C@H]([C@H]1O)O)O
56N,OC[C@H]1O[C@@H](Oc2ccccc2)[C@@H]([C@H]([C@H]1O)O)O
UDP-BGC,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O
4C5,COc1ccc(cc1)C(c1ccccc1)(c1ccccc1)SC[C@@H](C(=O)O)[NH3+]
X4Z,C[NH+](C[C@H](c1ccccc1)NC(=O)N1Cc2c(C1(C)C)[nH]nc2Nc1nc(C)nc2c1scc2)C
D1X,OC(=O)c1cc(O)[nH]c(=O)c1
1B0,O=C(Cc1c(C)[nH]c2c1cccc2)N[C@H](C(=O)N(c1ccccc1)C)Cc1ccccc1
O2N,C=CC[N@@H+](Cc1ccc2c(c1C(=O)O)OCO2)Cc1ccccc1C(=O)NC(c1ccc(cc1)OC)c1ccc(cc1)OC
O4N,CCC[C@@H](c1ccc(cc1)OC)NC(=O)c1ccccc1C[N@H+](Cc1ccc2c(c1C(=O)O)OCO2)CC=C
N44,C=CC[N@@H+](Cc1ccc2c(c1C(=O)O)OCO2)Cc1ccccc1C(=O)NCc1ccccc1
OM3,C[N@@H+](Cc1ccc2c(c1C(=O)O)OCO2)Cc1ccccc1C(=O)NCC1CCCCC1
ZT2,O=C1Cc2c(/C/1=C\c1ccc3c(c1C(=O)O)OCO3)cccc2
ZT4,O[C@@H]1Cc2c(/C/1=C\c1ccc3c(c1C(=O)O)OCO3)cccc2
I2E,OC(=O)CCc1ccc2c(c1)OCO2
