PDBCode,protID,lig_name
6fnf,P29317,DXH
6fng,P29317,DWT
5ih9,Q14680,6BF
5ijr,O14786,HRG
5iyy,O14786,R40
5j1x,O14786,AR5
5jgi,O14786,AAG
5jgq,O14786,6JY
5jhk,O14786,6K8
6fmc,O14786,DUE
5ikb,Q01812,KAI
5ioz,A5U9I4,6C4
5irr,A8IYS5,GSP
5ivc,P29375,60000000
5ive,P29375,600000000
5ivv,P29375,6EN
5ivy,P29375,6EO
6dq4,P29375,K0I
5jhb,P48736,6K5
5jox,A7LXT8,EDG
5jsg,Q9Y657,6P9
5jsj,Q9Y657,6PD
6qpl,Q9Y657,JC5
6i8y,Q9Y657,2OD
5k8s,Q7KQK0,CMP
5kat,A0A0H3JRN6,P4P
5kcb,A0A0H3JRN6,ET
5kax,Q8KFZ1,RHQ
5kbe,Q43965,IPH
5kh3,Q9UBN7,6U6
6ce6,Q9UBN7,EYP
6ced,Q9UBN7,EYA
5km9,Q9BX68,ADN
5ko1,Q8NB16,6UY
5ko5,A0A0U3AGT1,CYT
5kva,C5Z4W3,SAM
5l2s,Q00534,6ZV
5l9o,Q7D447,GOP
5lom,Q7D447,SNW
5ld8,P9WQD9,6U5
5ldm,A0A140NFI1,2AM
5ldp,A0A140NFI1,ATP
5lne,A0A0H2V7F6,2-mer
5lsh,P61626,KTS
5lso,Q96I25,6-mer
5ltn,P14240,XI7
5lud,P62937,76X
5t9u,P62937,7HG
5t9w,P62937,78E
5t9z,P62937,78R
5ta2,P62937,78X
5ta4,P62937,838
6gji,P62937,F1E
6gjj,P62937,L36
6gjl,P62937,F1Q
6gjm,P62937,L36
6gjn,P62937,F0Q
6gjr,P62937,F0W
5lz4,Q13093,7BW
5lz5,Q13093,7K4
5lz7,Q13093,7BK
5m04,P42641,GDP
5m28,B0L7B0,MLR
5mek,Q9C9C9,A3P
5mgj,Q9UIF9,7MX
5mgk,Q9UIF9,7MW
6fgg,Q9UIF9,D9B
6fhu,Q9UIF9,3-mer
6j3p,Q92830,B8O
5mrm,P69834,Q9T
5mro,P69834,Q9P
5mrp,P69834,6BC
5mxf,C7BLE4,MFU
5my8,Q96SB4,RXZ
5mz8,A9SS48,SIN
5n17,Q5A4W8,8FK
5n18,Q5A4W8,8HZ
5n1z,P41182,8GQ
6cq1,P41182,F8J
5n9r,Q93009,8RN
5ngz,Q9NPD8,2BG
5nn6,P10253,MIG
5nwe,C3W6G3,G39
5nz4,C3W6G3,G39
5nze,C3W6G3,G39
5o58,Q9X1T1,2-mer
5o9o,Q06135,9PB
5o9p,Q06135,9P8
5o9q,Q06135,9PH
5o9r,Q06135,9PK
5o9y,Q06135,9PN
5oa2,Q06135,9PW
5oa6,Q06135,9PT
5oei,Q6N193,OOG
5oku,Q6N193,0L1
5oha,A4TVL0,9UW
5org,P0A4F8,6DB
5ost,F6BL85,AEZ
5ovr,P54829,AXK
5ovx,P54829,AY5
5oxk,Q5M4H8,2-mer
6ghj,Q5M4H8,3mer
5qa8,Q6XEC0,JSX
5qal,Q6XEC0,TVZ
5qay,Q6XEC0,X6P
5tef,Q8TEQ6,GTG
5tkj,P04578,8-mer
5tkk,P04578,8-mer
6mqe,P04578,8-mer
6mqc,P04578,8-mer
5tpx,Q8IB67,7H7
5tuz,Q9H9B1,7L6
5vsf,Q9H9B1,9HG
5twj,P0A8I8,SAM
5uc4,P08238,83S
5ucj,P08238,KU3
5ulp,A0A024B7W1,KB1
5umx,A0A125SA29,RBF
5umy,A0A125SA29,TNN
6bbx,A0A125SA29,D77
5uxf,Q8VC28,2BA
5var,O75164,92Y
5vc3,P30291,DB8
5vc4,P30291,XZN
5vd2,P30291,34W
5vcv,Q99640,1N1
5vcw,Q99640,93J
5vcy,Q99640,DB8
5vcz,Q99640,XZN
5vd0,Q99640,8X7
5vd1,Q99640,P48
5vd3,Q99640,H8H
5vr8,O60701,UDX
5w1e,Q9Z4X2,PHB
5wbm,P50053,A4G
5wbo,P50053,A1Y
5wl0,Q67296,21G
5wp5,Q944H0,SAH
5x62,P53934,SAH
5xmx,Q03181,89L
5xo7,A0A0D2ILK1,36J
5z7j,A0A0D2ILK1,36J
5xpi,Q96T88,8C3
5yfs,O57947,RI2
5yft,O57947,RI2
5yh8,Q2FVE7,8UX
5yhe,Q2FVE7,8UX
5yhg,Q2FVE7,8UX
5yj8,Q9H7E2,8W9
5yyf,P42568,7-mer
5yz2,P0AE78,AMP
5z7b,Q8NN31,VNL
5z99,Q7VL18,SLB
5zkc,P08172,3C0
6b5q,Q96GG9,5-mer
6b7a,P0A6I6,CWM
6b7b,P0A6I6,CWJ
6chp,P0A6I6,F0Y
6ckw,P0A6I6,F6D
6bdy,P13009,SFG
6bm5,P13009,SAM
6bm6,P13009,SAH
6cdo,Q2N0S5,8-mer
6cdp,Q2N0S5,8-mer
6cwh,C1JZ07,6LA
6cwn,C1JZ07,6LA
6d50,A0A078SUX9,GCB
6eqp,P06276,BUW
6epy,A0A083ZM57,RAF
6epz,A0A083ZM57,MLB
6eq1,A0A083ZM57,STW
6eq8,A0A083ZM57,BQZ
6euw,Q2LG68,BYB
6eux,Q5V8X3,BYB
6evn,O15460,9-mer
6exi,A0A087WNH6,ADN
6f1j,A0A2H5BN17,EDG
6f9g,Q88NI1,PUT
6faa,G0SEG4,ADP
6fba,O15804,D48
6fni,P54760,DXH
6fnj,P54760,DWT
6fv4,A0QU89,16G
6fyz,P56524,EBE
6g0z,A0A0H2XK72,GDP
6g14,A0A0H2XK72,G4P
6g34,Q8TF76,5ID
6g35,Q8TF76,EKK
6g36,Q8TF76,EKH
6g37,Q8TF76,FTU
6g38,Q8TF76,TBN
6g39,Q8TF76,5ID
6g3a,Q8TF76,5ID
6g9i,Q05320,CXX
6nu5,P14618,CYS
6nu1,P14618,CYS
6gnm,Q9PTT3,27M
6gnp,Q9PTT3,F4Z
6gnr,Q9PTT3,6J3
6gnw,Q9PTT3,F52
6gon,Q9PTT3,8PF
6gvz,J9XXB7,CHO
6gw4,A0ZNP3,CHO
6gwr,Q08345,FEW
6gzd,P48729,LCI
6gzm,P48730,LCI
6h1u,P96257,ASP
6h2t,P96257,GLU
6h8s,P54830,FWB
6hai,Q8KRS7,FWW
6hke,Q6N446,MLT
6hlx,O50260,G9Z
6hpw,Q03111,GKT
6ht1,Q03111,GQ5
6t1i,Q03111,M7W
6t1j,Q03111,M7T
6t1l,Q03111,M7N
6t1m,Q03111,M8K
6t1n,Q03111,M7Z
6t1o,Q03111,M82
6hqy,A5H660,GKW
6hrq,A5H660,GM5
6hsh,A5H660,GOK
6htg,A5H660,T61
6mj7,Q13501,ARG
6mjf,A0A452CSY8,SAH
6rih,O43175,K4T
6r9x,P30405,JW2
6r9u,P30405,JVQ
6r8w,P30405,JVH
6r8o,P30405,JV2
6r8l,P30405,JUZ
6r1b,P71619,CH5
6qr9,B1MDI3,JEE
6qr7,B1MDI3,JEK
6qr4,B1MDI3,JD8
6qr3,B1MDI3,JE8
6qr2,B1MDI3,JQB
6qr1,B1MDI3,JFT
6qr0,B1MDI3,JFB
6qqz,B1MDI3,JEB
6qqw,B1MDI3,JDQ
6qqv,B1MDI3,JEW
6qqu,B1MDI3,JF8
6qqq,B1MDI3,JDE
6qrc,B1MDI3,JFE
6qi4,P62166,FKW
6qe5,P37634,SAH
6qe0,P37634,HZ2
6qav,Q8IYT8,HVH
6qau,Q8IYT8,1FV
6py0,P04918,RTL
6pvz,P0AEG4,OZM
6poi,P0AEG4,OVS
6pu3,A0A3Q9Y393,4-mer
6pid,A0A0J7JFD7,OKS
6pia,A0A0J7JFD7,XS6
6pi6,Q936X6,OKM
6pi5,Q936X6,GUN
6phx,A0A0H2URQ6,3-mer
6p9e,Q9NZH8,O6D
6p8a,P21645,O4D
6p89,P21645,O4A
6p88,P21645,O4G
6p87,P21645,O4P
6p86,P21645,O4S
6p85,P21645,O4V
6p83,P21645,O3Y
6p84,P21645,O3V
6ooy,P01375,A7M
6oja,Q9JPG4,MET
6o5u,Q47030,KAN
6np5,Q47030,9CS
6np4,Q47030,TOY
6np3,Q47030,LLL
6np2,Q47030,SIS
6o5g,P0DP23,LMJ
6eeb,P0DP23,J6P
6nyv,Q8I0P1,LBD
6nsv,Q9UNE7,6-mer
6nfy,Q92918,B49
6nco,P02649,KQP
6ncn,P02649,KJM
6n9l,Q9WYV0,ADP
6mm2,B5II98,ATP
6mlp,P02911,ARG
6mlo,P02911,ARG
6mln,P02911,ARG
6mlj,P02911,ARG
6mli,P02911,ARG
6mlg,P02911,ARG
6mle,P02911,ARG
6ml9,P02911,ARG
6mla,P02911,ARG
6mkw,P02911,HIS
6mku,P02911,ARG
6m8q,Q9UKF6,JBG
6kjd,B6H6L7,LVA
6k3l,A0A226BA59,3NG
6jon,M5AAG8,DTP
6jof,P9WFY7,BWR
5zhl,P9WFY7,9D0
6jfk,O95140,GDP
6jdl,G3XCV0,AGS
6jdi,G3XCV0,AGS
6j7e,G3XCV0,AGS
6jbe,Q5SLD7,GLC
6jbb,Q5SLD7,SUC
6jb4,Q5SLD7,MAL
6jb0,Q5SLD7,TRE
6jaq,Q5SLD7,GLC
6jap,Q5SLD7,SUC
6jao,Q5SLD7,PAL
6jan,Q5SLD7,MAL
6jam,Q5SLD7,TRE
6jag,Q5SLD7,TRE
6jad,Q5SLD7,GLC
6j9y,Q5SLD7,MAL
6j9w,Q5SLD7,TRE
6j72,I7FE16,GTP
6j0o,Q9Y5P4,XAF
6if0,Q9Y5P4,A59
6iez,Q9Y5P4,A50
5zym,Q9Y5P4,9M6
5zyl,Q9Y5P4,9MC
5zyg,Q9Y5P4,9N3
6j0g,O00478,H6P
6iou,Q9KQ43,SER
6ios,Q9KQ43,PRO
6ior,Q9KQ43,ASN
6im4,O64094,6-mer
5zw6,O64094,6-mer
6iht,Q9RL81,3-mer
6ift,P37468,SAM
6idb,R4NN21,3-mer
6i18,Q16658,H0N
6i17,Q16658,GZW
6i14,Q16658,GZN
6i13,Q16658,H0Q
6i12,Q16658,H08
6i11,Q16658,H0H
6i0z,Q16658,GZQ
6hq7,Q6MLN6,PCG
6hni,Q18A65,TYR
6hm1,A8GFD6,AO3
6haz,P51531,FX5
6gxg,O77404,FFN
6gdy,Q6NYC1,AKG
6g2o,Q9BZ95,EJE
6g2f,Q9BZ95,EHW
6g2e,Q9BZ95,EHH
6g2c,Q9BZ95,EHT
6g2b,Q9BZ95,EH8
6g29,Q9BZ95,EHK
6g27,Q9BZ95,EHE
6g25,Q9BZ95,EHQ
6g24,Q9BZ95,EH2
6ftf,Q4DSV5,7CI
6fh3,P0DMM5,RPI
6ets,Q6B0I6,I1L
6dzx,C6S9R8,MED
6dys,A4GK78,HJ1
6dyr,A4GK78,HJD
6dyn,A4GK78,HSM
6dsp,U5MRH9,PAV
6det,S3MDF0,ARG
6d9s,B9ZW32,G4P
6czf,P0AG16,G4P
6bs4,P9WKX5,AGS
6bs3,P9WKX5,ADP
6as8,Q1RBS0,BTG
6aro,Q1RBS0,BS7
6arn,Q1RBS0,BQY
6aox,Q1RBS0,TF0
6arm,Q1RBS0,145
6ajr,A0QP43,URA
6a87,A0A384E107,2-mer
5zvw,P0DOE3,6-mer
5zni,Q8T9Z7,YMZ
5znc,Q8T9Z7,QI9
5zdb,Q9RZM4,AR6
5ymx,Q1DB04,GDP
5vh0,Q54436,8P0
5ohy,A0A083ZKV2,9VH
5oht,P32138,9VH
5ogb,P29373,9U5
6qas,O75385,34W
6sge,P62745,GTP
6ssy,Q47537,P7I
6st0,Q47537,LUQ
6stl,Q47537,TAU
6ueg,A6V1E4,Q5G
