PDBCode,resolution,release_year,pkd,lig_name
2zcr,1.92,2008,6.87,B69
3c94,2.7,2008,6.87,10-mer
3mo5,2.14,2010,6.87,E72
3qin,1.7,2011,6.87,P1Y
3tmk,2.0,1999,6.87,T5A
4mhz,1.95,2014,6.87,PBD
4re4,2.29,2015,6.87,IFM
4rvr,1.98,2014,6.87,3WQ
4x1s,1.9,2015,6.87,10-mer
5j0d,1.05,2016,6.87,6F9
5nih,1.3,2017,6.87,8VE
5vr8,2.0,2017,6.87,UDX
6cis,1.51,2018,6.87,X26
6gl9,1.7,2018,6.87,F3W
6h51,2.21,2019,6.87,FQK
1i3z,2.15,2003,6.88,14-mer
1xka,2.3,1999,6.88,4PP
2c6n,3.0,2006,6.88,LPR
3oe5,1.52,2011,6.88,611
3u3u,2.5,2012,6.88,EAH
4bco,2.05,2013,6.88,T6Q
4j4n,2.75,2013,6.88,D44
4k43,2.9,2014,6.88,1PO
4n4s,2.2,2014,6.88,2H1
4ui3,2.0,2016,6.88,06R
4uvc,3.1,2014,6.88,D52
4wvl,2.41,2014,6.88,3US
5tci,2.45,2017,6.88,79V
5w2p,2.0,2018,6.88,6U5
5w2q,1.8,2018,6.88,6U5
5xgl,3.44,2018,6.88,17-mer
5z99,1.49,2018,6.88,SLB
6el5,1.67,2018,6.88,PU1
6h4x,2.34,2019,6.88,FNQ
6tyz,1.51,2019,6.88,16-mer
1b3f,1.8,1998,6.89,3-mer
1fh8,1.95,2000,6.89,2-mer
1jev,1.3,1997,6.89,3-mer
1qhr,2.2,2000,6.89,157
1sb1,1.9,2004,6.89,165
1uz1,2.0,2004,6.89,IFL
1v0p,2.0,2004,6.89,PVB
1vr1,1.9,1999,6.89,10-mer
1wqv,2.5,2005,6.89,PSM
2bfq,1.5,2005,6.89,AR6
2dri,1.6,1995,6.89,RIP
2e92,2.31,2007,6.89,M0N
2f34,1.74,2006,6.89,UBA
2gvz,3.27,2006,6.89,ONA
2iu0,2.53,2007,6.89,203
2jnp,,2007,6.89,NGH
2r3w,1.92,2008,6.89,G3G
2vk2,1.2,2009,6.89,GZL
2wks,2.95,2009,6.89,CB6
2x38,2.2,2010,6.89,IC8
2xu5,1.6,2011,6.89,XU5
2y57,3.3,2011,6.89,V37
2yiu,2.7,2011,6.89,SMA
2ym7,1.81,2012,6.89,YM7
2yol,3.2,2013,6.89,EBN
3f0r,2.54,2008,6.89,TSN
3fvg,1.5,2010,6.89,MS8
3fxz,1.64,2009,6.89,FLL
3hu1,2.81,2010,6.89,AGS
3hu3,2.2,2010,6.89,AGS
3jya,2.1,2009,6.89,LWG
3kvw,2.28,2010,6.89,IRB
3l4x,1.9,2010,6.89,NR3
3ljt,1.6,2010,6.89,LA3
3psl,1.7,2010,6.89,6-mer
3py0,1.75,2011,6.89,SU9
3py1,2.05,2011,6.89,SU9
3qip,2.09,2011,6.89,P4Y
3r4n,2.0,2011,6.89,FU5
3rak,1.75,2012,6.89,03Z
3tib,2.2,2011,6.89,LVO
3vsw,3.0,2012,6.89,R31
3zrk,2.37,2011,6.89,ZRK
3zrm,2.49,2011,6.89,ZRM
4al4,1.78,2012,6.89,W7E
4awk,1.9,2012,6.89,CI1
4bo4,2.7,2013,6.89,36G
4dvf,1.8,2013,6.89,7-mer
4g4p,1.5,2013,6.89,GLN
4hn2,1.9,2012,6.89,0EJ
4ks5,2.7,2013,6.89,1SO
4o76,1.7,2014,6.89,1M3
4op1,2.39,2014,6.89,2UW
4x8v,2.5,2015,6.89,3Z9
4yik,1.48,2015,6.89,2O2
4yw7,1.82,2015,6.89,4J0
4zuq,1.22,2015,6.89,6XA
5ee8,1.54,2016,6.89,ZXM
5ewj,2.77,2016,6.89,QEL
5f67,1.76,2016,6.89,19-mer
5h4j,1.8,2017,6.89,FKM
5he2,2.79,2016,6.89,F0S
5hfu,2.92,2016,6.89,603
5j5r,1.6,2016,6.89,6G1
5jic,1.4,2016,6.89,N7E
5kj0,1.51,2017,6.89,6TB
5l2m,1.7,2017,6.89,6ZY
5tyi,2.15,2017,6.89,9-mer
5x9p,1.86,2017,6.89,80L
5yg2,2.2,2018,6.89,N05
6e7t,2.31,2019,6.89,HYY
6glb,2.0,2018,6.89,F48
6h4o,2.25,2019,6.89,FQH
6hcw,1.46,2019,6.89,FYB
6q6m,2.35,2019,6.89,HJW
1k1l,2.5,2001,6.9,FD3
2hwo,2.5,2007,6.9,RBS
2p3g,3.8,2007,6.9,F10
2w6n,1.87,2009,6.9,OA2
3a2c,2.9,2010,6.9,PDY
3cow,1.8,2008,6.9,52H
3dy6,2.9,2008,6.9,DY6
3gbb,2.1,2009,6.9,MS8
3qo3,2.15,2012,6.9,ATP
3uyr,1.7,2012,6.9,8-mer
4fz6,1.85,2013,6.9,0VG
4j4o,1.73,2013,6.9,D44
4rh5,1.6,2015,6.9,9-mer
4vgc,2.1,1997,6.9,SRD
4zzx,1.65,2015,6.9,FSU
5f3g,2.5,2016,6.9,5UL
5w6i,3.1,2017,6.9,12-mer
6q73,2.21,2018,6.9,HKK
2hha,2.35,2006,6.91,3TP
2ito,3.25,2007,6.91,IRE
3evc,1.6,2009,6.91,GTP
3evd,1.5,2009,6.91,GTP
3kbz,2.45,2010,6.91,2T4
3wde,1.44,2013,6.91,7-mer
4bcm,2.45,2013,6.91,T7Z
4jx7,2.4,2013,6.91,1N6
5can,2.8,2015,6.91,4ZB
5cqt,1.6,2016,6.91,EB3
5nra,1.27,2018,6.91,95K
5tq6,2.06,2017,6.91,7GV
6by8,1.9,2018,6.91,FNV
6g3c,1.6,2019,6.91,EKT
6hu0,1.75,2018,6.91,T86
6u8l,1.57,2019,6.91,Q1P
1a37,3.6,1999,6.92,15-mer
1a9m,2.3,1998,6.92,U0E
1b39,2.1,1998,6.92,ATP
1d4w,1.8,1999,6.92,11-mer
1jbd,,2001,6.92,14-mer
1k6v,2.0,2002,6.92,XN2
1m9n,1.93,2003,6.92,XMP
1o2j,1.65,2003,6.92,656
1o2k,1.63,2003,6.92,656
1o4a,1.5,2004,6.92,197
1ph0,2.2,2003,6.92,418
1pkx,1.9,2004,6.92,XMP
1swr,1.9,1999,6.92,BTN
1vj5,2.35,2004,6.92,CIU
2a3x,3.0,2005,6.92,CPK
2d3u,2.0,2006,6.92,CCT
2foy,1.55,2006,6.92,B30
2g78,1.7,2007,6.92,REA
2g79,1.69,2007,6.92,RET
2o9j,2.65,2007,6.92,CZA
2oa0,3.4,2007,6.92,CZA
2uy0,1.76,2008,6.92,HV1
2uzb,2.7,2007,6.92,C75
2xcn,3.02,2010,6.92,C8D
3bl0,1.9,2008,6.92,BL0
3bu8,2.15,2008,6.92,19-mer
3ccn,1.9,2008,6.92,LKG
3cwe,1.6,2008,6.92,825
3e7o,2.14,2008,6.92,35F
3ej1,3.22,2008,6.92,5BP
3ipx,2.0,2010,6.92,B86
3jpv,2.35,2009,6.92,1DR
3kl8,3.37,2010,6.92,18-mer
3lir,1.9,2010,6.92,EEC
3lok,2.48,2010,6.92,DJK
3lp1,2.23,2010,6.92,LP8
3lpj,1.79,2010,6.92,Z75
3r04,1.7,2011,6.92,UNQ
3r0i,2.1,2011,6.92,C0K
3r1v,2.19,2011,6.92,AZB
3rz9,2.29,2011,6.92,13-mer
3u6w,2.21,2012,6.92,KIV
3uex,2.1,2011,6.92,STE
3wdz,2.6,2013,6.92,14-mer
3wfg,1.4,2013,6.92,WFG
3wto,2.25,2015,6.92,N2Y
4bfy,2.3,2013,6.92,ZVY
4bo8,2.7,2013,6.92,34X
4gsy,1.71,2012,6.92,0Y5
4i47,2.65,2012,6.92,MY6
4imz,1.7,2013,6.92,4-mer
4jg7,3.0,2013,6.92,1LC
4k10,2.3,2014,6.92,NI9
4na4,2.5,2014,6.92,A1R
4pgd,2.7,2015,6.92,9-mer
4po0,2.73,2014,6.92,NPS
4pz5,1.96,2014,6.92,16-mer
4qtl,1.8,2015,6.92,WWO
4tn2,2.7,2014,6.92,33J
4u0e,2.04,2014,6.92,1B0
4wm9,2.4,2014,6.92,NXL
4wwp,2.4,2014,6.92,3VE
4yll,1.4,2015,6.92,4E3
5ci7,1.74,2015,6.92,51W
5d45,1.65,2016,6.92,57P
5f2f,1.67,2016,6.92,5U7
5gn6,2.5,2017,6.92,6Y0
5i58,2.52,2016,6.92,67R
5jbi,1.7,2016,6.92,6J8
5kkr,3.51,2016,6.92,6U7
5km5,2.1,2017,6.92,TR5
5lz9,2.06,2016,6.92,7BR
5m3b,1.5,2017,6.92,CBY
5q1e,1.85,2017,6.92,9NG
5ymx,1.35,2018,6.92,GDP
6bsk,2.57,2018,6.92,MVG
6c9v,1.7,2019,6.92,ERS
6d4t,1.54,2019,6.92,FWS
6d5h,1.8,2018,6.92,FV7
6drg,,2018,6.92,2VN
6e7u,2.27,2019,6.92,HX7
6oip,1.8,2019,6.92,MLS
6qmt,1.8,2019,6.92,J7B
6qr0,1.59,2019,6.92,JFB
6r8q,1.5,2019,6.92,JV5
6uhv,2.53,2019,6.92,XS6
1oeb,1.76,2003,6.93,13-mer
2weo,1.4,2009,6.93,FBW
3bh9,1.7,2008,6.93,10-mer
3svj,1.55,2011,6.93,4LI
4e93,1.84,2012,6.93,GUI
4y67,1.6,2015,6.93,RC5
2z7h,2.08,2008,6.94,GG3
3rwi,2.01,2012,6.94,10-mer
3svv,2.2,2011,6.94,VSP
4f9w,2.0,2013,6.94,LM4
4l34,1.8,2013,6.94,1VG
4nru,2.3,2014,6.94,2NG
4og7,2.08,2014,6.94,2SE
4pkb,2.09,2014,6.94,MAY
4rn4,1.53,2015,6.94,3T7
4w4v,2.01,2015,6.94,3H8
4wk2,2.5,2014,6.94,6-mer
4xir,1.7,2015,6.94,40X
5knj,2.88,2016,6.94,6UX
5yjy,3.4,2018,6.94,8WF
6hsz,2.37,2018,6.94,GOW
1kmv,1.05,2002,6.95,LII
1tcx,2.3,1996,6.95,IM1
2hiz,2.5,2007,6.95,LIJ
2igy,2.6,2006,6.95,A2T
3dct,2.5,2008,6.95,064
3ho2,2.0,2010,6.95,N32
3luo,2.55,2010,6.95,6-mer
4i9r,2.6,2013,6.95,RET
4k9y,2.0,2013,6.95,K9Y
4odl,2.92,2015,6.95,16-mer
4q4s,1.25,2014,6.95,S98
4qir,1.7,2014,6.95,379
4qw4,2.8,2015,6.95,3BV
4wyo,2.89,2015,6.95,3W2
5am4,1.87,2015,6.95,MVJ
5h0g,1.8,2017,6.95,OOU
5i59,2.25,2016,6.95,67Q
6b1c,2.16,2018,6.95,C9J
1atr,2.34,1993,6.96,ADP
1bm2,2.1,1998,6.96,7-mer
1c5c,1.61,2000,6.96,TK4
1d3v,1.7,1999,6.96,ABH
1ent,1.9,1994,6.96,0EM
1gj8,1.64,2002,6.96,133
1gux,1.85,1998,6.96,9-mer
1gvw,1.0,2002,6.96,0EM
1juj,3.0,2001,6.96,LYA
1mto,3.2,2002,6.96,F6P
1n3w,2.6,2003,6.96,MAL
1oyq,1.9,2003,6.96,T87
1r58,1.9,2004,6.96,AO5
1u0h,2.9,2004,6.96,ONM
1x8j,2.35,2005,6.96,AOI
2anl,3.3,2006,6.96,JE2
2cng,1.9,2006,6.96,IZE
2e93,2.12,2007,6.96,B29
2ieh,2.7,2007,6.96,MOY
2ojf,2.1,2007,6.96,4PY
2xwd,2.66,2011,6.96,LGS
3bjc,2.0,2008,6.96,WAN
3cth,2.3,2008,6.96,319
3exe,1.98,2008,6.96,TPP
3jzq,1.8,2009,6.96,12-mer
3lp0,2.79,2010,6.96,LP7
3lq5,3.0,2011,6.96,SLQ
3p78,2.3,2011,6.96,P78
3pn1,2.0,2011,6.96,IVH
3qtf,1.57,2011,6.96,05S
3r5j,1.77,2011,6.96,6-mer
3tv4,3.4,2011,6.96,TV4
4cg8,1.75,2014,6.96,G8S
4dai,2.5,2012,6.96,0J5
4i54,2.5,2013,6.96,1C1
4jyb,2.1,2013,6.96,GNP
4loh,2.25,2013,6.96,1SY
4pzw,1.8,2014,6.96,2X4
4rpn,2.27,2014,6.96,PCI
5cst,1.78,2015,6.96,CDP
5fat,2.09,2016,6.96,602
5gso,2.6,2017,6.96,5GI
5i8b,1.52,2016,6.96,69F
5icx,2.6,2016,6.96,16-mer
5j5t,2.85,2016,6.96,6G2
5j71,1.65,2017,6.96,P35
5l13,2.4,2017,6.96,6ZE
5lh4,1.37,2018,6.96,6W4
5m63,2.74,2017,6.96,7-mer
5mhq,1.3,2017,6.96,8QT
5ncq,3.0,2018,6.96,8T8
5qcm,2.2,2017,6.96,BVJ
5t31,2.85,2018,6.96,75F
5v35,2.5,2017,6.96,FAR
5vtb,2.4,2017,6.96,15-mer
5wdj,2.4,2018,6.96,AEY
5yfz,2.16,2018,6.96,8UO
5yqx,1.82,2018,6.96,E0K
6apv,1.99,2018,6.96,3L4
6bl1,2.02,2018,6.96,DWG
6bnl,2.6,2018,6.96,QWV
6ft9,1.87,2018,6.96,E6W
6pi5,1.67,2019,6.96,GUN
6pii,1.87,2019,6.96,GUN
2k0g,,2009,6.97,CMP
3hy7,1.69,2009,6.97,097
3r7q,2.5,2011,6.97,FAV
3t84,2.0,2011,6.97,SG6
4li6,2.05,2013,6.97,1XO
4nj9,1.95,2014,6.97,2M9
4xar,2.26,2015,6.97,40F
5ul5,2.2,2017,6.97,8D7
5umy,1.78,2018,6.97,TNN
5usz,2.1,2017,6.97,SKE
5zag,1.95,2018,6.97,94I
6c5t,2.75,2018,6.97,EKP
6h4w,2.81,2019,6.97,FQQ
6u26,1.53,2019,6.97,063
1biw,2.5,1999,6.98,S80
1my4,1.9,2003,6.98,IWD
2fme,2.1,2006,6.98,3QC
2w54,3.3,2008,6.98,HHR
3hv8,1.45,2009,6.98,C2E
3t83,1.8,2011,6.98,MG5&SG5
4att,1.25,2013,6.98,HNV
4av0,2.1,2012,6.98,HNV
4ckr,2.2,2014,6.98,DI1
4oc4,1.66,2014,6.98,2QN
5ajw,2.5,2015,6.98,S6L
5gn5,2.85,2017,6.98,6XZ
5j3v,3.05,2016,6.98,17-mer
5vgi,2.07,2017,6.98,9DJ
5vs6,2.27,2017,6.98,9QD
6eif,2.22,2018,6.98,B5T
6j3p,1.6,2019,6.98,B8O
6oyh,2.95,2019,6.98,NK4
2iw8,2.3,2006,6.99,4SP
2y6s,2.8,2012,6.99,17-mer
3l6f,2.1,2010,6.99,15-mer
3slz,1.4,2011,6.99,3TL
3t2v,2.51,2011,6.99,KKJ
4aza,2.16,2012,6.99,14-mer
4bcs,1.8,2013,6.99,BTN
4es0,1.82,2012,6.99,14-mer
4fai,1.65,2012,6.99,PBD
4fbe,1.88,2012,6.99,PBD
4w4x,2.65,2015,6.99,3HN
5xpn,1.96,2018,6.99,8BO
6b3e,3.06,2017,6.99,CJM
6bnk,3.2,2018,6.99,AGH
6h4p,2.19,2019,6.99,FQ5
6nji,2.45,2019,6.99,KR4
1ch8,2.5,1999,7.0,GPX
1fki,2.2,1994,7.0,SB1
1fpc,2.3,1995,7.0,0ZI
1gj6,1.5,2002,7.0,132
1iep,2.1,2001,7.0,STI
1is0,1.9,2002,7.0,4-mer
1kc5,2.5,2002,7.0,15-mer
1kcs,2.5,2002,7.0,15-mer
1lf3,2.7,2002,7.0,EH5
1m74,3.0,2002,7.0,ADP
1oth,1.85,1999,7.0,PAO
1pqc,2.8,2003,7.0,444
1tyr,1.8,1995,7.0,REA
1unh,2.35,2004,7.0,IXM
1vru,2.4,1996,7.0,AAP
1vyj,2.8,2005,7.0,16-mer
1yvf,2.5,2005,7.0,PH7
1zoh,1.81,2005,7.0,K44
2a2g,2.9,1999,7.0,LEO
2buc,2.5,2006,7.0,008
2gm1,2.3,2006,7.0,2AZ
2gvd,2.9,2006,7.0,128
2gyi,1.6,1995,7.0,HYA
2j7g,1.91,2006,7.0,GI4
2p0d,1.81,2007,7.0,I3P
2qc6,1.85,2008,7.0,G12
2r3k,1.7,2008,7.0,SCQ
2r3l,1.65,2008,7.0,SCW
2rjp,2.8,2007,7.0,886
2veu,2.4,2007,7.0,IZ1
2wzf,2.1,2009,7.0,UDP-BGC
2z7i,2.1,2008,7.0,742
2zu5,1.65,2009,7.0,ZU5
3bbb,1.3,2008,7.0,2-mer
3db8,3.15,2008,7.0,1FR
3di6,2.65,2008,7.0,PDZ
3drf,1.3,2009,7.0,8-mer
3drg,2.5,2009,7.0,9-mer
3dux,1.6,2009,7.0,64U
3fsm,1.6,2010,7.0,2NC
3g15,1.7,2009,7.0,HC6
3g2t,2.0,2009,7.0,13-mer
3hd3,1.75,2009,7.0,25B
3hzy,2.1,2010,7.0,KDA&KDO
3kdm,1.5,2010,7.0,TES
3kx1,1.51,2010,7.0,KX1
3l38,2.1,2010,7.0,879
3l4y,1.8,2010,7.0,NR4
3l8s,2.35,2010,7.0,BFF
3m2u,1.4,2010,7.0,TXZ
3mb6,1.75,2010,7.0,01I
3mhm,1.5,2010,7.0,J75
3pix,1.85,2011,7.0,027
3poa,2.01,2011,7.0,12-mer
3qaq,2.9,2011,7.0,QAQ
3qj9,2.3,2011,7.0,QJ9
3ral,1.75,2012,7.0,04Z
3rse,2.65,2011,7.0,3-mer
3t82,2.0,2011,7.0,SG4
3u9n,1.85,2012,7.0,09H
3uvo,2.2,2011,7.0,11-mer
3wtm,2.48,2015,7.0,N1Y
3wzn,1.3,2015,7.0,BTN
3zya,1.9,2011,7.0,2A8
3zyu,1.5,2011,7.0,1GH
4a7j,1.9,2012,7.0,16-mer
4ayr,1.1,2013,7.0,IFL
4b6o,2.0,2012,7.0,3DQ
4bo7,2.6,2013,7.0,J2T
4bxu,,2013,7.0,15-mer
4dew,1.9,2012,7.0,LU2
4fcq,2.15,2012,7.0,2N6
4fhi,2.4,2012,7.0,0S4
4gs8,2.99,2013,7.0,MGJ
4i7d,2.4,2013,7.0,14-mer
4i7f,2.5,2013,7.0,NVE
4idt,2.4,2013,7.0,T28
4kom,2.6,2013,7.0,4-mer
4ncm,2.82,2014,7.0,704
4oel,1.4,2015,7.0,2-mer
4r3c,2.06,2015,7.0,3GF
4rfy,1.7,2014,7.0,3OU
4riv,1.63,2015,7.0,LSA
4tsz,2.0,2014,7.0,6-mer
4uco,2.5,2015,7.0,D41
4wq3,1.79,2015,7.0,3SU-3SU
4x0f,3.22,2015,7.0,ROL
4ybt,1.82,2015,7.0,4BV
4ymj,2.0,2015,7.0,4EJ
4yve,3.4,2015,7.0,4KK
4zlz,2.0,2015,7.0,4RV
4zz0,1.65,2016,7.0,3YE
5boj,1.75,2015,7.0,4TX
5d47,1.7,2016,7.0,L19
5edb,1.18,2016,7.0,5M8
5ei6,2.01,2016,7.0,5OQ
5fl4,1.82,2015,7.0,9FK
5g22,2.32,2017,7.0,YN4
5g2b,1.83,2017,7.0,LQY
5gvk,2.24,2017,7.0,G45
5ieo,1.85,2017,7.0,VDY
5iep,1.89,2017,7.0,VDY
5jyp,2.74,2016,7.0,ZBS
5kbq,2.58,2016,7.0,IPV
5l8c,2.01,2018,7.0,908
5l9i,1.9,2016,7.0,SNW
5mev,2.94,2017,7.0,7LW
5mwy,1.75,2018,7.0,YNU
5sz6,1.15,2016,7.0,72G
5usq,2.55,2017,7.0,8LY
5wg4,2.31,2017,7.0,AFV
5wzu,2.2,2018,7.0,7W3
5y6g,2.3,2018,7.0,C2E
6afl,1.6,2018,7.0,73H
6ct7,1.9,2018,7.0,11-mer
6d59,1.7,2018,7.0,FVJ
6eo8,1.94,2017,7.0,2FN
6eq7,1.5,2018,7.0,BS8
6f94,2.35,2019,7.0,D0H
6h4t,2.38,2019,7.0,FOW
6haz,1.31,2019,7.0,FX5
6hdq,1.7,2018,7.0,FZE
6hr2,1.76,2019,7.0,FWZ
6msy,2.0,2018,7.0,4-mer
6mub,2.5,2018,7.0,5-mer
6n5g,2.6,2019,7.0,KDS
6pgp,1.5,2019,7.0,OHY
6ql3,1.35,2019,7.0,V14
6qrd,1.75,2019,7.0,JEH
6rj2,2.0,2019,7.0,K52
1u32,2.0,2004,7.01,OKA
1x8b,1.81,2005,7.01,824
2b8v,1.8,2005,7.01,3BN
2zmd,2.88,2008,7.01,537
3atw,2.36,2011,7.01,5-mer
3eou,1.93,2009,7.01,PK3
3nht,1.45,2010,7.01,U46
4d8e,1.5,2012,7.01,E64
4mq2,2.8,2013,7.01,2C4
4ux4,1.8,2015,7.01,E9L
5byy,2.79,2016,7.01,4WG
5d29,1.8,2016,7.01,5Q1
5zr3,2.5,2019,7.01,9J0
6fs1,1.6,2018,7.01,E4Q
6hay,2.24,2019,7.01,FX8
6hhr,2.0,2019,7.01,G5E
6hti,1.69,2018,7.01,GQW
6i63,2.23,2019,7.01,2OH
1ypj,1.78,2006,7.02,UIB
2b55,1.85,2005,7.02,D31
2btr,1.85,2005,7.02,U73
2vwl,1.8,2009,7.02,LZH
2yj9,1.35,2011,7.02,YJ9
2yjb,1.4,2011,7.02,YJ9
3cdb,2.3,2008,7.02,9HI
3hv5,2.25,2009,7.02,R24
3igp,1.65,2010,7.02,DT7
3n4b,1.6,2011,7.02,WWZ
3nzc,2.0,2010,7.02,D2O
3pbb,1.95,2011,7.02,PBD
3r92,1.58,2011,7.02,06J
3w0l,2.92,2013,7.02,F6R
4bfd,2.3,2013,7.02,8T3
4dum,2.95,2012,7.02,HLI
4mw9,2.65,2014,7.02,2EJ
5bns,2.2,2016,7.02,4VM
5f4r,2.8,2016,7.02,5VF
5f4u,3.1,2016,7.02,5VH
6p3u,2.55,2019,7.02,NRY
6p3v,2.5,2019,7.02,NRV
1b1h,1.8,1998,7.03,3-mer
1wtg,2.2,2005,7.03,3BP
2vwm,1.96,2009,7.03,LZI
3dsu,1.9,2008,7.03,FPP
3eyf,2.3,2008,7.03,11-mer
3fxv,2.26,2009,7.03,643
3gnv,2.75,2009,7.03,XNZ
3hyg,1.4,2009,7.03,099
3ohf,2.1,2011,7.03,3HF
4ajo,1.96,2012,7.03,88N
4av4,1.9,2012,7.03,FVQ
4fxz,2.6,2012,7.03,LEU
4jpc,1.8,2013,7.03,1M6
4ql1,1.5,2014,7.03,35Q
4rj3,1.63,2014,7.03,3QS
5ai5,2.28,2015,7.03,BSU
5ap3,2.7,2015,7.03,AU5
5epl,1.81,2015,7.03,6-mer
5g2n,2.68,2016,7.03,6E2
5hz9,2.3,2016,7.03,5M8
5vsf,1.7,2017,7.03,9HG
5win,2.38,2018,7.03,SKE
6b2c,2.0,2018,7.03,C9Y
6h4r,2.14,2019,7.03,FQB
6hsk,2.1,2018,7.03,GOK
6st3,2.43,2019,7.03,LUW
1gnj,2.6,2002,7.04,ACD
1nyx,2.65,2003,7.04,DRF
2aov,2.48,2005,7.04,C2M
2wti,2.5,2009,7.04,WTI
3bgp,2.8,2007,7.04,VX1
3mtw,1.7,2010,7.04,M3R
3oqf,2.78,2010,7.04,S51
3r91,1.58,2011,7.04,06H
3shy,2.65,2011,7.04,5FO
3t0t,3.1,2012,7.04,I30
3vfj,2.05,2013,7.04,7-mer
3wi2,2.26,2013,7.04,P98
3ws9,2.99,2014,7.04,X4D
3wtl,2.3,2015,7.04,N1Y
3wtn,2.09,2015,7.04,N2Y
4lnw,1.9,2014,7.04,T3
4n6y,2.6,2013,7.04,2HV
4p6x,2.5,2014,7.04,HCY
4tpt,2.6,2014,7.04,35H
4yxo,1.06,2016,7.04,4JC
5ddc,1.62,2016,7.04,59V
5lgp,2.04,2017,7.04,13-mer
5q13,1.9,2017,7.04,9MD
6ezh,2.6,2018,7.04,C6H
6hmt,1.1,2019,7.04,8-mer
6joe,2.21,2019,7.04,BWR
6qpl,1.6,2019,7.04,JC5
1b5i,1.9,1999,7.05,3-mer
1ci7,2.6,2000,7.05,CB3
1g7p,1.5,2002,7.05,9-mer
1nox,1.59,1997,7.05,FMN
1xug,1.5,1998,7.05,BAB
2bq7,2.2,2006,7.05,IID
2bub,2.66,2006,7.05,FPB
2fts,2.41,2006,7.05,13-mer
2g1y,2.5,2006,7.05,5IG
2h03,1.65,2006,7.05,3UN
2jxr,2.4,1997,7.05,2Z3
2vwy,1.65,2008,7.05,7X5
2wer,1.6,2009,7.05,RDC
2wxo,2.49,2010,7.05,ZZP
3ahn,1.8,2010,7.05,3A1
3aho,1.88,2010,7.05,3A2
3i4y,1.85,2010,7.05,35C
3q4k,2.6,2011,7.05,6-mer
3s0d,1.24,2011,7.05,CTV
3sfh,2.7,2011,7.05,1DI
3v7s,3.1,2012,7.05,36F
3wch,2.5,2014,7.05,8PH
3zhz,2.25,2013,7.05,FM7
4bhi,2.15,2014,7.05,RUJ
4e3h,1.5,2012,7.05,HQE
4eny,2.8,2012,7.05,J19
4gjc,2.4,2013,7.05,0MJ
4h3j,1.6,2012,7.05,10W
4hg7,1.6,2013,7.05,NUT
4j1p,1.08,2014,7.05,1K0
4mwy,1.8,2013,7.05,LNV
4qzs,1.45,2014,7.05,JQ1
4zsh,1.8,2016,7.05,4XW
5bui,2.12,2015,7.05,4V9
5fd2,2.89,2016,7.05,5XJ
5gn9,3.2,2017,7.05,6Y0
5gvn,2.3,2017,7.05,G6F
5lgq,2.11,2017,7.05,11-mer
5lli,2.4,2016,7.05,6Z3
5m5q,2.2,2017,7.05,7K1
5nvx,2.2,2017,7.05,4YY
5ux4,2.81,2018,7.05,3UT
5ygi,2.18,2018,7.05,T93
5ykp,1.68,2018,7.05,OVA
6as8,2.1,2018,7.05,BTG
6c0s,2.35,2018,7.05,EEJ
6f5h,2.16,2018,7.05,CQ5
6h41,2.75,2018,7.05,18-mer
6i3s,1.77,2018,7.05,H28
6nfi,2.41,2019,7.05,KLP
6oim,1.65,2019,7.05,MOV
1bwn,2.1,1999,7.06,4IP
1ui0,1.5,2003,7.06,URA
2duv,2.2,2007,7.06,371
2eep,2.2,2008,7.06,AIO
2q8g,1.9,2007,7.06,AZX
2zsc,1.3,2009,7.06,BTN
3fh5,1.63,2010,7.06,24P
3k3h,2.5,2010,7.06,BYE
3po6,1.47,2011,7.06,DT9
3s3n,2.49,2011,7.06,DLU
4cwq,2.0,2014,7.06,W2D
4dxg,2.5,2012,7.06,4-mer
4erz,1.75,2012,7.06,14-mer
4j3e,1.91,2013,7.06,NUT
4lxm,2.3,2013,7.06,1YU
4mro,2.2,2014,7.06,MG0
4ui6,1.8,2016,7.06,ECZ
4zzz,1.9,2015,7.06,FSU
5a6h,1.57,2016,7.06,OE2
5e2r,1.6,2015,7.06,520
5ezx,1.9,2016,7.06,5T5
5lgs,2.1,2017,7.06,9-mer
5ur6,1.63,2017,7.06,8KM
5uxf,1.5,2017,7.06,2BA
5zc5,1.9,2018,7.06,09I
5zyl,1.8,2019,7.06,9MC
6nm4,2.58,2019,7.06,KS7
1ydd,2.1,1995,7.07,AZM
1zsh,2.9,2006,7.07,IHP
2aei,2.52,2006,7.07,03R
2ate,1.8,2006,7.07,NIA
2f9k,2.06,2006,7.07,ZOL
2oc4,2.59,2007,7.07,IMH
2oji,2.6,2007,7.07,33A
2wd3,1.8,2010,7.07,MS4
3cl0,2.2,2008,7.07,G39
3ryv,1.2,2011,7.07,RYV
3u7k,1.9,2012,7.07,MDB
4aom,1.94,2012,7.07,18-mer
4bb2,2.48,2012,7.07,STR
4ju3,2.0,2013,7.07,1O1
4jve,2.3,2013,7.07,1MQ
4nud,1.2,2014,7.07,NUD
4oc5,1.7,2014,7.07,2QM
4oc6,2.64,2014,7.07,2S1
4po7,2.66,2014,7.07,13-mer
4qew,1.7,2014,7.07,31P
4qkx,3.3,2014,7.07,35V
4qmw,1.6,2015,7.07,KS1
4wmy,1.6,2015,7.07,3S6
4xiq,1.84,2015,7.07,40Y
5ak5,2.22,2015,7.07,V2Z
5akl,2.0,2015,7.07,6N8
5alh,1.9,2015,7.07,4UA
5ali,1.85,2015,7.07,Q3B
